,Name,Adress,Rating,RoomType,RoomSize,Price
0,Maison Polanka,"Upper East River Road, North of Wat Polanka, Siem Reap, Cambodia",9.8,Suite with Pool View,77 m²,"KHR 1,138,580"
1,Maison Polanka,"Upper East River Road, North of Wat Polanka, Siem Reap, Cambodia",9.8,Deluxe Villa,82 m²,"KHR 1,683,119"
