,Name,Adress,Rating,RoomType,Price,RoomSize
0,Happy Heng Heang Guesthouse,"#0134 Phum Wat Bo, Khum Salakomreuk, Siem Reap, Cambodia, Siem Reap, Cambodia",8.3,Standard Triple Room,"KHR 61,879",25 m²
