,Name,Adress,Rating,RoomType,RoomSize,Price
0,Amber Angkor Villa Hotel & Spa,"#0603, Street Wat Bo, Siem Reap, Cambodia",8.4,Deluxe Double Room - Pick Up One Way,30 m²,"KHR 178,790"
1,Amber Angkor Villa Hotel & Spa,"#0603, Street Wat Bo, Siem Reap, Cambodia",8.4,Deluxe Twin Room - Pick Up One Way ,30 m²,"KHR 178,790"
2,Amber Angkor Villa Hotel & Spa,"#0603, Street Wat Bo, Siem Reap, Cambodia",8.4,Deluxe Double Balcony - Pick Up One Way,32 m²,"KHR 210,514"
3,Amber Angkor Villa Hotel & Spa,"#0603, Street Wat Bo, Siem Reap, Cambodia",8.4,Junior Suite Pool View - Pick Up One Way,36 m²,"KHR 227,221"
4,Amber Angkor Villa Hotel & Spa,"#0603, Street Wat Bo, Siem Reap, Cambodia",8.4,Deluxe Triple Room,32 m²,"KHR 243,928"
5,Amber Angkor Villa Hotel & Spa,"#0603, Street Wat Bo, Siem Reap, Cambodia",8.4,Deluxe Triple Balcony Pool View - Pick Up One Way,45 m²,"KHR 384,271"
6,Amber Angkor Villa Hotel & Spa,"#0603, Street Wat Bo, Siem Reap, Cambodia",8.4,Deluxe Family Pool View - Pick Up One Way,45 m²,"KHR 384,271"
7,Amber Angkor Villa Hotel & Spa,"#0603, Street Wat Bo, Siem Reap, Cambodia",8.4,Deluxe Single Room - Pick Up One Way,30 m²,"KHR 167,074"
