,Name,Adress,Rating,RoomType,RoomSize,Price
0,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe King Room,35 m²,"KHR 205,192"
1,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe King Room,35 m²,"KHR 207,915"
2,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe King Room,35 m²,"KHR 209,400"
3,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe Twin Room,35 m²,"KHR 205,192"
4,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe Twin Room,35 m²,"KHR 207,915"
5,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe Twin Room,35 m²,"KHR 209,400"
6,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe King Room with Balcony,45 m²,"KHR 212,824"
7,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe King Room with Balcony,45 m²,"KHR 217,155"
8,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe Twin Room with Balcony,40 m²,"KHR 212,824"
9,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe Twin Room with Balcony,40 m²,"KHR 217,155"
10,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe Double Room with Pool View,40 m²,"KHR 258,408"
11,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Deluxe Double Room with Pool View,40 m²,"KHR 263,689"
12,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Royal Crown Suite,50 m²,"KHR 293,391"
13,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Royal Crown Suite,50 m²,"KHR 299,372"
14,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Executive Suite,50 m²,"KHR 323,794"
15,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Executive Suite,50 m²,"KHR 330,395"
16,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Penthouse Suite,60 m²,"KHR 429,030"
17,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Penthouse Suite,60 m²,"KHR 516,816"
18,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Penthouse Suite,60 m²,"KHR 527,377"
19,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Special Group Offer (5 Rooms),35 m²,"KHR 1,026,042"
20,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Special Group Offer (5 Rooms),35 m²,"KHR 1,039,573"
21,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Special Group Offer (5 Rooms),35 m²,"KHR 1,046,999"
22,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Single Room,35 m²,"KHR 191,413"
23,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Single Room,35 m²,"KHR 197,601"
24,Royal Crown Hotel & Spa,"City Center, Old Market Area, Street 7 Markara, Siem Reap, Cambodia",8.2,Single Room,35 m²,"KHR 201,644"
