,Name,Adress,Rating,RoomType,RoomSize,Price
0,Dontrei Villa Angkor,"Road 60, Slokram Commune Road 60, Slokram Commune, Siem Reap, Cambodia",8.4,Queen Suite - Free Pickup ,38 m²,"KHR 154,698"
1,Dontrei Villa Angkor,"Road 60, Slokram Commune Road 60, Slokram Commune, Siem Reap, Cambodia",8.4,Private Pool Bungalow - Free Pickup,70 m²,"KHR 278,457"
2,Dontrei Villa Angkor,"Road 60, Slokram Commune Road 60, Slokram Commune, Siem Reap, Cambodia",8.4,Four Bedroom Queen Villa - Free Pickup ,160 m²,"KHR 525,975"
