,Name,Adress,Rating,URL,RoomType,RoomSize,Price
0,Eightfold Urban Resort,"Salakamreuk Rd, Siem Reap, Cambodia",9.7,https://www.booking.com/hotel/kh/eightfold-urban-resort.en-gb.html?aid=356980&label=gog235jc-1FCAsoeEIWZWlnaHRmb2xkLXVyYmFuLXJlc29ydEgzWANoeIgBAZgBCbgBF8gBDNgBAegBAfgBDIgCAagCA7gC_szZogbAAgHSAiQ4OGE2ZGI5OC03ODdhLTRjOTYtOGU0ZS1jYTFkY2ZhNzU2NDXYAgbgAgE&sid=42cbc141abd816955d8fbe7ce58d0863&checkin_month=9&checkin_monthday=18&checkin_year=2023&checkout_month=9&checkout_monthday=19&checkout_year=2023&dist=0&do_availability_check=1&group_adults=2&group_children=0&hp_avform=1&hp_group_set=0&no_rooms=1&origin=hp&sb_price_type=total&src=hotel&stay_on_hp=1&type=total&#availability_target,Deluxe Double or Twin Room with Pool View,40 m²,"KHR 272,269"
1,Eightfold Urban Resort,"Salakamreuk Rd, Siem Reap, Cambodia",9.7,https://www.booking.com/hotel/kh/eightfold-urban-resort.en-gb.html?aid=356980&label=gog235jc-1FCAsoeEIWZWlnaHRmb2xkLXVyYmFuLXJlc29ydEgzWANoeIgBAZgBCbgBF8gBDNgBAegBAfgBDIgCAagCA7gC_szZogbAAgHSAiQ4OGE2ZGI5OC03ODdhLTRjOTYtOGU0ZS1jYTFkY2ZhNzU2NDXYAgbgAgE&sid=42cbc141abd816955d8fbe7ce58d0863&checkin_month=9&checkin_monthday=18&checkin_year=2023&checkout_month=9&checkout_monthday=19&checkout_year=2023&dist=0&do_availability_check=1&group_adults=2&group_children=0&hp_avform=1&hp_group_set=0&no_rooms=1&origin=hp&sb_price_type=total&src=hotel&stay_on_hp=1&type=total&#availability_target,Deluxe Double or Twin Room with Pool View,40 m²,"KHR 313,522"
2,Eightfold Urban Resort,"Salakamreuk Rd, Siem Reap, Cambodia",9.7,https://www.booking.com/hotel/kh/eightfold-urban-resort.en-gb.html?aid=356980&label=gog235jc-1FCAsoeEIWZWlnaHRmb2xkLXVyYmFuLXJlc29ydEgzWANoeIgBAZgBCbgBF8gBDNgBAegBAfgBDIgCAagCA7gC_szZogbAAgHSAiQ4OGE2ZGI5OC03ODdhLTRjOTYtOGU0ZS1jYTFkY2ZhNzU2NDXYAgbgAgE&sid=42cbc141abd816955d8fbe7ce58d0863&checkin_month=9&checkin_monthday=18&checkin_year=2023&checkout_month=9&checkout_monthday=19&checkout_year=2023&dist=0&do_availability_check=1&group_adults=2&group_children=0&hp_avform=1&hp_group_set=0&no_rooms=1&origin=hp&sb_price_type=total&src=hotel&stay_on_hp=1&type=total&#availability_target,Deluxe Pool Access ,40 m²,"KHR 404,278"
3,Eightfold Urban Resort,"Salakamreuk Rd, Siem Reap, Cambodia",9.7,https://www.booking.com/hotel/kh/eightfold-urban-resort.en-gb.html?aid=356980&label=gog235jc-1FCAsoeEIWZWlnaHRmb2xkLXVyYmFuLXJlc29ydEgzWANoeIgBAZgBCbgBF8gBDNgBAegBAfgBDIgCAagCA7gC_szZogbAAgHSAiQ4OGE2ZGI5OC03ODdhLTRjOTYtOGU0ZS1jYTFkY2ZhNzU2NDXYAgbgAgE&sid=42cbc141abd816955d8fbe7ce58d0863&checkin_month=9&checkin_monthday=18&checkin_year=2023&checkout_month=9&checkout_monthday=19&checkout_year=2023&dist=0&do_availability_check=1&group_adults=2&group_children=0&hp_avform=1&hp_group_set=0&no_rooms=1&origin=hp&sb_price_type=total&src=hotel&stay_on_hp=1&type=total&#availability_target,Suite Pool Access,45 m²,"KHR 495,035"
4,Eightfold Urban Resort,"Salakamreuk Rd, Siem Reap, Cambodia",9.7,https://www.booking.com/hotel/kh/eightfold-urban-resort.en-gb.html?aid=356980&label=gog235jc-1FCAsoeEIWZWlnaHRmb2xkLXVyYmFuLXJlc29ydEgzWANoeIgBAZgBCbgBF8gBDNgBAegBAfgBDIgCAagCA7gC_szZogbAAgHSAiQ4OGE2ZGI5OC03ODdhLTRjOTYtOGU0ZS1jYTFkY2ZhNzU2NDXYAgbgAgE&sid=42cbc141abd816955d8fbe7ce58d0863&checkin_month=9&checkin_monthday=18&checkin_year=2023&checkout_month=9&checkout_monthday=19&checkout_year=2023&dist=0&do_availability_check=1&group_adults=2&group_children=0&hp_avform=1&hp_group_set=0&no_rooms=1&origin=hp&sb_price_type=total&src=hotel&stay_on_hp=1&type=total&#availability_target,Suite with Private Pool,60 m²,"KHR 660,047"
