Source.Name,Model,Price
iphoneModelPrice7.csv,iPhone 14 Plus ZP/A áž’áž¶áž“áž¶áŸ¡áž†áŸ’áž“áž¶áŸ†,$969
iphoneModelPrice7.csv,iPhone SE (2022),$499
iphoneModelPrice7.csv,iPhone 13 Pro ZP áž’áž¶áž“áž¶áŸ¡áž†áŸ’áž“áž¶áŸ†,"$1,199"
iphoneModelPrice7.csv,iPhone 13 Pro Code LL/A,"$1,129"
iphoneModelPrice7.csv,iPhone 13 Pro ZA/A (In-Stock),"$1,238"
iphoneModelPrice7.csv,iPhone 13 ZP áž’áž¶áž“áž¶áŸ¡áž†áŸ’áž“áž¶áŸ†,$779
iphoneModelPrice7.csv,iPhone 13 mini LL,$699
iphoneModelPrice7.csv,iPhone 12,$679
iphoneModelPrice7.csv,iPhone 11 No Active,$465
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 13 Pro Max 512GB 8GB RAM,
iphoneModelPrice8.csv,áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1470 áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv," $1390 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 13 Pro Max 1TB,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$1490 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 13 Pro Max 256GB 8GB RAM,
iphoneModelPrice8.csv,áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1310 áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$1265 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 13 Pro Max 128GB 8GB RAM,
iphoneModelPrice8.csv,áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1199 áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$1165 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 Pro Max 256GB 6GB RAM,
iphoneModelPrice8.csv,áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1245 áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1200 áž˜áž½áž™áž‘áž¹áž€:,
iphoneModelPrice8.csv,"$1100 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 Pro Max 128GB 6GB RAM,
iphoneModelPrice8.csv,áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1145 áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1115 áž˜áž½áž™áž‘áž¹áž€:,
iphoneModelPrice8.csv,"$1030 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 Pro Max 512GB 6GB RAM,
iphoneModelPrice8.csv, not set,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 mini 256GB,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$950 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 mini 128GB,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$850 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 mini 64GB,
iphoneModelPrice8.csv, not set,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 256GB 4GB RAM,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$950 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 128GB 4GB RAM,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$900 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 64GB 4GB RAM,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$800 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 Pro 512GB 6GB RAM,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$1455 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 Pro 256GB 6GB RAM,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$1240 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 12 Pro 128GB 6GB RAM,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$1130 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPad Air (2020) 256GB,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$915 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPad Air (2020) 64GB,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,"$765 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 11 Pro Max 256 GB,
iphoneModelPrice8.csv,áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1100 áž˜áž½áž™áž‘áž¹áž€:,
iphoneModelPrice8.csv,"$900 """,
iphoneModelPrice8.csv,,
iphoneModelPrice8.csv,Apple iPhone 11 Pro Max 64GB 6GB RAM,
iphoneModelPrice8.csv,áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$1050 áž‚áŸ’áž˜áž¶áž“áž’áž¶áž“áž¶:,
iphoneModelPrice8.csv,$955 áž˜áž½áž™áž‘áž¹áž€:,
iphoneModelPrice8.csv,"$790 """,
iphoneModelPrice9.csv,iPhone 14 Plus (ZP) Warranty 1 year,"$1,159"
iphoneModelPrice9.csv,iPhone 14 Pro (ZP) Warranty 1 year,"$1,279"
iphoneModelPrice9.csv,iPhone 14 Pro max ZP (Warranty 1 year),"$1,409"
iphoneModelPrice9.csv,iPhone 14 pro max (LL),"$1,419"
iphoneModelPrice9.csv,iPhone 14 (ZP) Warranty,"$1,029"
iphoneModelPrice9.csv,iPhone 14 Pro Max ZP,"$1,429"
iphoneModelPrice9.csv,iPhone 14 Pro (ZA),"$1,289"
iphoneModelPrice9.csv,iPhone 14 Pro Max (ZA),"$1,579"
iphoneModelPrice9.csv,Apple iPhone SE (2022) ZA/A,$569
iphoneModelPrice9.csv,iPhone 13 Pro Max Code LL,"$1,339"
iphoneModelPrice9.csv,iPhone 13 Pro ZA/A,"$1,238"
iphoneModelPrice9.csv,iPhone 13 ZA/A,$975
iphoneModelPrice9.csv,ENERGEA MagPac 10K MagSafe Power Bank,$39
iphoneModelPrice9.csv,GoPower Lithe 5000mAh MagSafe Wireless Power Bank With Stand â€“ Black,$29
iphoneModelPrice9.csv,Beats Fit Pro True Wireless Earbuds,$209
iphoneModelPrice9.csv,iPhone 13 Pro Max áž’áž¶áž“áž¶áŸ¡áž†áŸ’áž“áž¶áŸ†,"$1,419"
iphoneModelPrice9.csv,NEW AirPods Pro 2021 with Magsafe,$239
iphoneModelPrice9.csv,NEW AirPods (3rd generation),$189
iphoneModelPrice9.csv,iPhone 13 Pro ZP áž’áž¶áž“áž¶áŸ¡áž†áŸ’áž“áž¶áŸ†,"$1,269"
iphoneModelPrice9.csv,iPhone 13 mini ZP áž’áž¶áž“áž¶áŸ¡áž†áŸ’áž“áž¶áŸ†,$849
iphoneModelPrice9.csv,iPhone 13 (In Stock),$999
iphoneModelPrice9.csv,Apple USB-C Charge Cable (2m),$33
iphoneModelPrice9.csv,Apple USB-C Charge Cable (1m),$25
iphoneModelPrice9.csv,Apple USB-C to Lightning Cable (1m),$23
