,mark,model,year,type,condition,fuel,Transmission,color,price
6653,Car Makes:Toyota,Car Model:Camry,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$24,500"
6654,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$18,900"
6655,Car Makes:Toyota,Car Model:Camry,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Manual,"$6,500"
6656,Car Makes:Mazda,Car Model:BT50 Pro,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$29,800"
6657,Car Makes:Hyundai,Car Model:Tourism - ទូរីស,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Auto,"$5,900"
6658,Car Makes:Lexus,Car Model:GS,Year:2006,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$25,600"
6659,Car Makes:Lexus,Car Model:NX,Year:2018,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$67,500"
6660,Car Makes:Toyota,Car Model:Tacoma,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$19,500.00"
6661,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$24,500"
6662,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$19,000"
6663,Car Makes:Toyota,Car Model:Land Cruiser,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$48,000"
6664,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$13,900"
6665,Car Makes:Hyundai,Car Model:Starex,Year:2011,Tax Type:Plate Number,Condition:Used,Body Type:Other,Transmission:Auto,Color:Silver,"$16,000"
6666,Car Makes:Toyota,Car Model:Hilux Vigo,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$20,500"
6667,Car Makes:Toyota,Car Model:Hilux,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$7,800"
6668,Car Makes:Kia,Car Model:Truck,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Manual,"$3,100"
6669,Car Makes:Lexus,Car Model:RX300,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$10,500"
6670,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:Other,"$9,800"
6671,Car Makes:Ford,Car Model:Ranger Wildtrak,Year:2023,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$54,500"
6672,Car Makes:Porsche,Car Model:Panamera,Year:2017,Tax Type:Plate Number,Condition:New,Fuel:Petrol,Transmission:Auto,Color:Black,"$145,000"
6673,Car Makes:Ford,Car Model:Ranger Wildtrak,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$19,900"
6674,Car Makes:Ford,Car Model:Ranger Wildtrak,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$19,900"
6675,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,950"
6676,Car Makes:Porsche,Car Model:Cayenne,Year:2016,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$41,000"
6677,Car Makes:Ford,Car Model:F-150 Raptor,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$90,000"
6678,Car Makes:Kia,Car Model:Morning,Year:2009,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$6,300"
6679,Car Makes:Toyota,Car Model:Hilux REVO,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$45,500"
6680,Car Makes:Lexus,Car Model:NX,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Transmission:Auto,Color:White,"$49,500"
6681,Car Makes:Lexus,Car Model:RX300,Year:2001,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Gold,"$12,800"
6682,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,500"
6683,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$18,800"
6684,Car Makes:Lexus,Car Model:NX,Year:2020,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$64,500"
6685,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$21,900"
6686,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$21,900"
6687,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$21,900"
6688,Car Makes:Toyota,Car Model:Highlander,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,350"
6689,Car Makes:Toyota,Car Model:Tacoma,Year:2005,Tax Type:Plate Number,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$15,000"
6690,Car Makes:Toyota,Car Model:RAV4,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$9,900"
6691,Car Makes:Toyota,Car Model:RAV4,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$5,300"
6692,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$14,000"
6693,Car Makes:Other - ផ្សេងៗ,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,Color:Gold,"$71,688"
6694,Car Makes:Lexus,Car Model:CT,Year:2011,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Petrol,Color:White,"$26,500"
6695,Car Makes:Lexus,Car Model:LX450,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$6,500"
6696,Car Makes:Toyota,Car Model:Hilux REVO,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$35,500"
6697,Car Makes:Toyota,Car Model:Fortuner,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$52,000"
6698,Car Makes:Toyota,Car Model:RAV4,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$8,950"
6699,Car Makes:Toyota,Car Model:Corolla,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,350"
6700,Car Makes:Lexus,Car Model:GX,Year:2004,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Gold,"$19,499"
6701,Car Makes:Toyota,Car Model:Camry,Year:1995,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$4,500"
6702,Car Makes:Toyota,Car Model:Raize,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$26,800"
6703,Car Makes:Toyota,Car Model:Raize,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$26,800"
6704,Car Makes:Mercedes-Benz,Car Model:C300,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$39,500"
6705,Car Makes:Toyota,Car Model:Prius,Year:2016,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$33,000"
6706,Car Makes:SsangYong,Car Model:Istana - ធូរីស,Year:2002,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Manual,Color:Gray,"$13,300"
6707,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$15,500"
6708,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$19,500"
6709,Car Makes:Toyota,Car Model:Fortuner,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$72,900"
6710,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$19,700"
6711,Car Makes:Lexus,Car Model:RX330,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$25,000"
6712,Car Makes:Toyota,Car Model:Tacoma,Year:2004,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$10,800"
6713,Car Makes:Mazda,Car Model:CX-9,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$48,500"
6714,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Fuel:Hybrid,Transmission:Auto,Color:Blue,"$10,500"
6715,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Black,"$9,300"
6716,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$11,000"
6717,Car Makes:Toyota,Car Model:Highlander,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,300"
6718,Car Makes:Toyota,Car Model:Hilux Vigo,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$17,000"
6719,Car Makes:Toyota,Car Model:Hilux Vigo,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$17,000"
6720,Car Makes:BMW,Car Model:I3,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Electric,Transmission:Auto,"$19,000"
6721,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$15,500"
6722,Car Makes:Toyota,Car Model:Camry,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$13,500"
6723,Car Makes:Other - ផ្សេងៗ,Year:2022,Tax Type:Tax Paper,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,Color:Gray,"$10,500"
6724,Car Makes:Toyota,Car Model:Prius,Year:2009,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$15,800"
6725,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$15,800"
6726,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$24,700"
6727,Car Makes:Toyota,Car Model:Camry,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$21,800"
6728,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$13,300"
6729,Car Makes:Lexus,Car Model:GX,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Color:Gold,"$13,900"
6730,Car Makes:Isuzu,Car Model:N Series,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$23,000"
6731,Car Makes:Mitsubishi,Car Model:Pajero Sport,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$21,800"
6732,Car Makes:Ford,Car Model:Ranger Raptor,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$49,800"
6733,Car Makes:Hyundai,Car Model:Truck,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$10,000"
6734,Car Makes:Hyundai,Car Model:Truck,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$10,000"
6735,Car Makes:Hyundai,Car Model:Truck,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$10,000"
6736,Car Makes:Toyota,Car Model:Corolla CROSS,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Color:Silver,"$46,900"
6737,Car Makes:Toyota,Car Model:Fortuner,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$72,900"
6738,Car Makes:Kia,Car Model:Morning,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$3,400"
6739,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$17,000"
6740,Car Makes:Toyota,Car Model:Corolla,Year:1994,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$2,300"
6741,Car Makes:Toyota,Car Model:Tacoma,Year:1995,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$5,700"
6742,Car Makes:Toyota,Car Model:Camry,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$6,000"
6743,Car Makes:Toyota,Car Model:Corolla,Year:1996,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$3,400"
6744,Car Makes:Toyota,Car Model:Camry,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Manual,"$6,500"
6745,Car Makes:SsangYong,Car Model:Istana - ធូរីស,Year:1998,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Manual,Color:Green,"$4,900"
6746,Car Makes:Hyundai,Car Model:Starex,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$5,750"
6747,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Electric,Transmission:Manual,"$10,500"
6748,Car Makes:Toyota,Car Model:Highlander,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$17,463"
6749,Car Makes:Toyota,Car Model:Highlander,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$17,500"
6750,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$17,700"
6751,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$17,700"
6752,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$11,750"
6753,Car Makes:Toyota,Car Model:Yaris,Year:2006,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$8,500"
6754,Car Makes:Toyota,Car Model:Highlander,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$16,500"
6755,Car Makes:Toyota,Car Model:Camry,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,300"
6756,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,300"
6757,Car Makes:Nissan,Car Model:Navara,Year:2011,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Transmission:Auto,Color:White,"$18,700"
6758,Car Makes:Mitsubishi,Car Model:Xpander,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$32,000"
6759,Car Makes:Lexus,Car Model:RX300,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$11,800"
6760,Car Makes:Lexus,Car Model:RX300,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$11,800"
6761,Car Makes:Toyota,Car Model:Tacoma,Year:2007,Tax Type:Tax Paper,Condition:New,Fuel:Petrol,Transmission:Auto,Color:White,"$19,900"
6762,Car Makes:Toyota,Car Model:Tacoma,Year:2007,Tax Type:Tax Paper,Condition:New,Fuel:Petrol,Transmission:Auto,Color:White,"$19,900"
6763,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$12,500"
6764,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Hybrid,Transmission:Auto,"$17,300"
6765,Car Makes:Ford,Car Model:Ranger Wildtrak,Year:2016,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:White,"$30,500"
6766,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$55,000"
6767,Car Makes:Toyota,Car Model:Camry,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,600"
6768,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$67,500"
6769,Car Makes:Toyota,Car Model:Vitz,Year:2009,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$8,500"
6770,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$8,700"
6771,Car Makes:Lexus,Car Model:RX300,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$8,500"
6772,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$9,500"
6773,Car Makes:Toyota,Car Model:Fortuner,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$71,900"
6774,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,650"
6775,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,650"
6776,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,650"
6777,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,900"
6778,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$11,500"
6779,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Color:Red,"$13,400"
6780,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$11,800"
6781,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$9,500"
6782,Car Makes:Hyundai,Car Model:Santa Fe,Year:2019,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$38,695"
6783,Car Makes:Kia,Car Model:Carnival,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$25,999"
6784,Car Makes:Kia,Car Model:Carnival,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$24,102"
6785,Car Makes:Mercedes-Benz,Car Model:S400L,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$81,571"
6786,Car Makes:Kia,Car Model:Niro,Year:2022,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Hybrid,Transmission:Auto,"$56,213"
6787,Car Makes:Hyundai,Car Model:Palisade,Year:2019,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$50,701"
6788,Car Makes:BMW,Car Model:3 Series,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Diesel,Color:White,"$25,951"
6789,Car Makes:Kia,Car Model:Morning,Year:2021,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$17,500"
6790,Car Makes:SsangYong,Car Model:Korando,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$15,486"
6791,Car Makes:Hyundai,Car Model:i30,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Diesel,Transmission:Auto,"$20,285"
6792,Car Makes:Jeep,Car Model:Wrangler,Year:2014,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$43,790"
6793,Car Makes:Kia,Car Model:Sorento,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$33,271"
6794,Car Makes:Kia,Car Model:Sorento,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$33,271"
6795,Car Makes:Hyundai,Car Model:Tucson,Year:2017,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$30,516"
6796,Car Makes:Hyundai,Car Model:Starex,Year:2019,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$32,948"
6797,Car Makes:Kia,Car Model:Carnival,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Diesel,Color:White,"$31,500"
6798,Car Makes:Kia,Car Model:Grand Carnival,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$26,669"
6799,Car Makes:Kia,Car Model:Carnival,Year:2021,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$49,183"
6800,Car Makes:Jeep,Car Model:Wrangler,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$42,506"
6801,Car Makes:Hyundai,Car Model:Palisade,Year:2019,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$49,230"
6802,Car Makes:Kia,Car Model:Grand Carnival,Year:2016,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$38,682"
6803,Car Makes:Hyundai,Car Model:Palisade,Year:2019,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$54,926"
6804,Car Makes:Jeep,Car Model:Wrangler,Year:2009,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$34,169"
6805,Car Makes:Mercedes-Benz,Car Model:GLB-Class,Year:2020,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$100,720"
6806,Car Makes:Kia,Car Model:Carnival,Year:2016,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$30,305"
