Price,Size,Location,Type,Title,Property ID,Original ID,Listed,Updated
46648,2744,Takeo,Land for Sale,Soft Title,9389518,,08-May-23,
450000,813,Phnom Penh,Land for Sale,Soft Title,7500227,,08-May-23,
9859200,3081,Phnom Penh,Land for Sale,Hard Title,8956429,,08-May-23,
1350000,30000,Takeo,Land for Sale,Hard Title,8539315,,08-May-23,
13800,13800,Phnom Penh,Land for Sale,Soft Title,8151108,,08-May-23,
3241.08,108,Siem Reap,Land for Sale,Soft Title,8159642,,08-May-23,
350000,100000,Kampong Speu,Land for Sale,Hard Title,8523078,,08-May-23,
21900000,100000,Phnom Penh,Land for Sale,Soft Title,8916418,,08-May-23,
650000000,100000,Kampong Speu,Land for Sale,Soft Title,8572872,,08-May-23,
9240000,1232,Kampong Speu,Land for Sale,Hard Title,7866551,,08-May-23,
1925000,11000,Phnom Penh,Land for Sale,Soft Title,9127357,,08-May-23,
437500,1250,Kampong Speu,Land for Sale,Hard Title,8904947,,08-May-23,
198000000,20000,Kampong Cham,Land for Sale,Soft Title,9298519,,08-May-23,
168128,5254,Kandal,Land for Sale,Hard Title,8099162,,08-May-23,
60000,300,Phnom Penh,Land for Sale,Hard Title,8189816,,08-May-23,
100000,300,Phnom Penh,Land for Sale,Soft Title,8404342,,08-May-23,
192000,2400,Kep,Land for Sale,Hard Title,8696994,,08-May-23,
3066421.5,681427,Phnom Penh,Land for Sale,Soft Title,8772043,,08-May-23,
1519800,200,Kampong Speu,Land for Sale,Soft Title,9390456,,08-May-23,
21850,806,Siem Reap,Land for Sale,Soft Title,9175718,,08-May-23,
30000,300,Kampong Speu,Land for Sale,Soft Title,8252481,,08-May-23,
85250,275,Siem Reap,Land for Sale,Soft Title,8566955,,08-May-23,
45000,360,Pursat,Land for Sale,Soft Title,8251106,,08-May-23,
7500000,1000,Phnom Penh,Land for Sale,Soft Title,8853427,,08-May-23,
89000,493,Siem Reap,Land for Sale,Soft Title,8951907,,08-May-23,
200,200,Svay Rieng,Land for Sale,Soft Title,8529496,,08-May-23,
133,133,Phnom Penh,Land for Sale,Hard Title,8529497,,08-May-23,
1200,1200,Banteay Meanchey,Land for Sale,Soft Title,8529498,,08-May-23,
448342.5,59779,Pursat,Land for Sale,Hard Title,8215571,,08-May-23,
850000,2150,Phnom Penh,Land for Sale,Soft Title,9036275,,08-May-23,
448342.5,59779,Pursat,Land for Sale,Hard Title,8215571,,08-May-23,
850000,2150,Phnom Penh,Land for Sale,Soft Title,9036275,,08-May-23,
4085000,430,Kampong Speu,Land for Sale,Soft Title,8047073,,08-May-23,
1121000,19000,Kandal,Land for Sale,Soft Title,8576445,,08-May-23,
17000,880,Kampong Speu,Land for Sale,Soft Title,8819777,,08-May-23,
31000,2432,Kampong Speu,Land for Sale,Soft Title,8953909,,08-May-23,
16800,1260,Kampong Speu,Land for Sale,Soft Title,9385112,,08-May-23,
57727,1040,Phnom Penh,Land for Sale,Hard Title,7887840,,08-May-23,
70500,228,Kampot,Land for Sale,Soft Title,9222915,,08-May-23,
3807600,1002,Phnom Penh,Land for Sale,Hard Title,8674532,,08-May-23,
3061500,2355,Phnom Penh,Land for Sale,Hard Title,9011794,,08-May-23,
59800,460,Kandal,Land for Sale,Soft Title,8523697,,08-May-23,
920000,460,Phnom Penh,Land for Sale,Hard Title,9394192,,08-May-23,
26000,100,Phnom Penh,Land for Sale,Soft Title,8525985,,08-May-23,
3800000,100,Phnom Penh,Land for Sale,Hard Title,8613711,,08-May-23,
95000,2290,Kampong Speu,Land for Sale,Soft Title,8739997,,08-May-23,
115000,239,Siem Reap,Land for Sale,Hard Title,9047423,,08-May-23,
92000,229,Siem Reap,Land for Sale,Soft Title,8529992,,08-May-23,
20000,3317,Kampong Chhnang,Land for Sale,Soft Title,8754465,,08-May-23,
28000,23000,Kampong Chhnang,Land for Sale,Soft Title,9298009,,08-May-23,
170000,825,Kandal,Land for Sale,Hard Title,8099273,,08-May-23,
28500,584,Kandal,Land for Sale,Soft Title,8560455,,08-May-23,
2164500,481,Phnom Penh,Land for Sale,Soft Title,9213024,,08-May-23,
45000,600,Pursat,Land for Sale,Hard Title,9107938,,08-May-23,
23000,600,Tboung Khmum,Land for Sale,Soft Title,7828107,,08-May-23,
179927,180,Phnom Penh,Land for Sale,Soft Title,7666917,,08-May-23,
2887500,385,Kampong Cham,Land for Sale,Soft Title,8536730,,08-May-23,
45000,270,Banteay Meanchey,Land for Sale,Soft Title,7625548,,08-May-23,
240000,743,Phnom Penh,Land for Sale,Hard Title,8831182,,08-May-23,
763470,8982,Kampong Speu,Land for Sale,Soft Title,9097363,,08-May-23,
250000,43170,Phnom Penh,Land for Sale,Soft Title,9097368,,08-May-23,
89000,2023,Kampong Chhnang,Land for Sale,Soft Title,9097361,,08-May-23,
39000,250,Phnom Penh,Land for Sale,Soft Title,9243309,,08-May-23,
85000,2250,Kandal,Land for Sale,Soft Title,8902994,,08-May-23,
15000,2250,Kampong Speu,Land for Sale,Soft Title,7717462,,08-May-23,
36022.5,2250,Banteay Meanchey,Land for Sale,Soft Title,8159783,,08-May-23,
1095210,2547,Siem Reap,Land for Sale,Hard Title,9099102,,08-May-23,
12000,180,Kampong Chhnang,Land for Sale,Soft Title,8645363,,08-May-23,
189000,1350,Kandal,Land for Sale,Hard Title,9393662,,08-May-23,
568261,24707,Takeo,Land for Sale,Soft Title,8566953,,08-May-23,
27000,434,Kandal,Land for Sale,Soft Title,8895984,,08-May-23,
1400000,375,Phnom Penh,Land for Sale,Hard Title,9393654,,08-May-23,
1500000,375,Phnom Penh,Land for Sale,Hard Title,9393650,,08-May-23,
417960,2322,Phnom Penh,Land for Sale,Soft Title,8569365,,08-May-23,
9324000,3330,Phnom Penh,Land for Sale,Hard Title,9158740,,08-May-23,
1025640,3330,Phnom Penh,Land for Sale,Hard Title,8975404,,08-May-23,
1665000,3330,Phnom Penh,Land for Sale,Hard Title,9044828,,08-May-23,
115000,800,Battambang,Land for Sale,Hard Title,8526181,,08-May-23,
499900,120,Phnom Penh,Land for Sale,Hard Title,9286321,,08-May-23,
1900000,369,Phnom Penh,Land for Sale,Hard Title,8703587,,08-May-23,
791415,3681,Phnom Penh,Land for Sale,Hard Title,8842081,,08-May-23,
18000,200,Kandal,Land for Sale,Soft Title,7528146,,08-May-23,
68000,4586,Kampot,Land for Sale,Hard Title,9307777,,08-May-23,
110000,4586,Phnom Penh,Land for Sale,Hard Title,8659390,,08-May-23,
73376,4586,Kampong Speu,Land for Sale,Hard Title,9184140,,08-May-23,
190000,4586,Kandal,Land for Sale,Hard Title,9183287,,08-May-23,
2751600,4586,Phnom Penh,Land for Sale,Hard Title,8487631,,08-May-23,
8942700,4586,Phnom Penh,Land for Sale,Hard Title,8486989,,08-May-23,
1375800,4586,Phnom Penh,Land for Sale,Hard Title,8411810,,08-May-23,
3898100,4586,Phnom Penh,Land for Sale,Hard Title,8532867,,08-May-23,
2732265,2735,Phnom Penh,Land for Sale,Hard Title,8982795,,08-May-23,
480000,2735,Phnom Penh,Land for Sale,Hard Title,9347542,,08-May-23,
50000,2735,Kandal,Land for Sale,Soft Title,9347590,,08-May-23,
1613650,2735,Phnom Penh,Land for Sale,Hard Title,9197664,,08-May-23,
660000,2735,Phnom Penh,Land for Sale,Hard Title,9024241,,08-May-23,
1148700,2735,Phnom Penh,Land for Sale,Hard Title,9013071,,08-May-23,
274999,2735,Phnom Penh,Land for Sale,Soft Title,9024864,,08-May-23,
4649500,2735,Kampong Speu,Land for Sale,Hard Title,9049467,,08-May-23,
490000,2735,Phnom Penh,Land for Sale,Soft Title,9049297,,08-May-23,
1504250,2735,Phnom Penh,Land for Sale,Hard Title,9080789,,08-May-23,
1859800,2735,Phnom Penh,Land for Sale,Hard Title,9080726,,08-May-23,
425000,2735,Phnom Penh,Land for Sale,Hard Title,9075682,,08-May-23,
12307500,2735,Phnom Penh,Land for Sale,Hard Title,9126575,,08-May-23,
1887150,2735,Phnom Penh,Land for Sale,Hard Title,7658035,,08-May-23,
810000,405,Phnom Penh,Land for Sale,Soft Title,8099233,,08-May-23,
129600,405,Phnom Penh,Land for Sale,Hard Title,7710963,,08-May-23,
769500,405,Phnom Penh,Land for Sale,Hard Title,7757557,,08-May-23,
190000,405,Phnom Penh,Land for Sale,Hard Title,8657590,,08-May-23,
54000,251000,Phnom Penh,Land for Sale,Soft Title,8740013,,08-May-23,
125000,6131,Mondulkiri,Land for Sale,Soft Title,9149536,,08-May-23,
3725140,9803,Phnom Penh,Land for Sale,Hard Title,7716777,,08-May-23,
7352250,9803,Kandal,Land for Sale,Hard Title,8993577,,08-May-23,
330,330,Phnom Penh,Land for Sale,Soft Title,9282630,,08-May-23,
21400,53700,Battambang,Land for Sale,Hard Title,7883242,,08-May-23,
50000,270,Kampot,Land for Sale,Hard Title,9192474,,08-May-23,
112000,16,Kandal,Land for Sale,Hard Title,9376474,,08-May-23,
700000,352,Phnom Penh,Land for Sale,Soft Title,9367082,,08-May-23,
13000,100,Phnom Penh,Land for Sale,Soft Title,8521569,,08-May-23,
99000,100,Phnom Penh,Land for Sale,Hard Title,8529253,,08-May-23,
100,100,Phnom Penh,Land for Sale,Soft Title,9369310,,08-May-23,
550000,600,Phnom Penh,Land for Sale,Hard Title,9385837,,08-May-23,
257850,573,Preah Sihanouk,Land for Sale,Soft Title,7985640,,08-May-23,
891000,4500,Phnom Penh,Land for Sale,Hard Title,8977228,,08-May-23,
75000,10000,Kampong Speu,Land for Sale,Hard Title,8125139,,08-May-23,
29900,200,Phnom Penh,Land for Sale,Soft Title,8569019,,08-May-23,
5665000,103000,Phnom Penh,Land for Sale,Soft Title,9069979,,08-May-23,
250000,330,Phnom Penh,Land for Sale,Soft Title,9112803,,08-May-23,
16000000,16000,Phnom Penh,Land for Sale,Soft Title,9178833,,08-May-23,
600000,200,Battambang,Land for Sale,Soft Title,9393288,,08-May-23,
19000,95,Kandal,Land for Sale,Soft Title,8750871,,08-May-23,
600000,200,Battambang,Land for Sale,Soft Title,9280707,,08-May-23,
42000,1250,Takeo,Land for Sale,Soft Title,8551800,,08-May-23,
28000,2149,Takeo,Land for Sale,Hard Title,8551804,,08-May-23,
455260,3502,Takeo,Land for Sale,Soft Title,8551801,,08-May-23,
8900000,1000,Takeo,Land for Sale,Hard Title,8806398,,08-May-23,
4840000,2200,Takeo,Land for Sale,Hard Title,8551806,,08-May-23,
5333020,48482,Preah Sihanouk,Land for Sale,Hard Title,8966337,,07-May-23,
88555,48482,Phnom Penh,Land for Sale,Soft Title,8554482,,07-May-23,
35000,270,Siem Reap,Land for Sale,Hard Title,7560698,,07-May-23,
450000,25000,Kampong Speu,Land for Sale,Soft Title,8943643,,07-May-23,
145000,25000,Kandal,Land for Sale,Hard Title,9393276,,07-May-23,
118560,1976,Kandal,Land for Sale,Soft Title,9334663,,07-May-23,
120000,273,Phnom Penh,Land for Sale,Soft Title,9212442,,07-May-23,
400000,100,Tboung Khmum,Land for Sale,Soft Title,8673839,,07-May-23,
68000,235,Kandal,Land for Sale,Hard Title,8218833,,07-May-23,
55000,415,Siem Reap,Land for Sale,Soft Title,8359872,,07-May-23,
10000,500,Oddar Meanchey,Land for Sale,Soft Title,8330086,,07-May-23,
450000,100,Kampong Speu,Land for Sale,Soft Title,9141314,,07-May-23,
95000,737,Phnom Penh,Land for Sale,Hard Title,8381205,,07-May-23,
30000,200,Phnom Penh,Land for Sale,Soft Title,8727278,,07-May-23,
11000,263,Tboung Khmum,Land for Sale,Soft Title,9237511,,07-May-23,
780000,6000,Kandal,Land for Sale,Soft Title,9393231,,07-May-23,
2065000,295,Kampong Speu,Land for Sale,Hard Title,8226268,,07-May-23,
2065000,295,Kampong Speu,Land for Sale,Hard Title,8226268,,07-May-23,
31644,7911,Kampong Chhnang,Land for Sale,Soft Title,9003107,,08-May-23,
771690,25723,Kep,Land for Sale,Hard Title,9212778,,07-May-23,
78000,5471,Kep,Land for Sale,Hard Title,9212796,,07-May-23,
150000,60000,Kampot,Land for Sale,Soft Title,8701285,,07-May-23,
35000,250,Phnom Penh,Land for Sale,Soft Title,8699368,,07-May-23,
85000,285,Takeo,Land for Sale,Soft Title,8958437,,08-May-23,
19500000,50000,Phnom Penh,Land for Sale,Soft Title,7635834,,07-May-23,
18550000,53000,Phnom Penh,Land for Sale,Soft Title,9285763,,07-May-23,
62000,160,Phnom Penh,Land for Sale,Soft Title,8519331,,07-May-23,
47250,1890,Kampong Cham,Land for Sale,Soft Title,8710644,,07-May-23,
25000,683,Kampong Speu,Land for Sale,Soft Title,8829495,,07-May-23,
1164800,2240,Kandal,Land for Sale,Hard Title,7474761,,07-May-23,
88000,174,Kandal,Land for Sale,Hard Title,8952873,,07-May-23,
897600,102,Kampong Speu,Land for Sale,Soft Title,9315050,,07-May-23,
406900,313,Svay Rieng,Land for Sale,Soft Title,9393171,,07-May-23,
28500,390,Kandal,Land for Sale,Soft Title,9178834,,07-May-23,
550000,654,Siem Reap,Land for Sale,Soft Title,9159742,,07-May-23,
2370000,300,Kampong Chhnang,Land for Sale,Soft Title,8974400,,07-May-23,
110000,500,Phnom Penh,Land for Sale,Soft Title,9259392,,07-May-23,
15000,200,Kampong Chhnang,Land for Sale,Soft Title,9232576,,07-May-23,
130000,315,Kampong Cham,Land for Sale,Hard Title,9232612,,07-May-23,
366275,5635,Kampong Chhnang,Land for Sale,Hard Title,8526148,,07-May-23,
51000,23,Kandal,Land for Sale,Soft Title,8270589,,07-May-23,
72000,199,Kandal,Land for Sale,Hard Title,8934911,,07-May-23,
1100000,50000,Kampong Cham,Land for Sale,Hard Title,8085557,,07-May-23,
29999,1760,Preah Vihear,Land for Sale,Hard Title,7568458,,07-May-23,
30000,492,Kampot,Land for Sale,Soft Title,8922664,,07-May-23,
21000,964821192,Phnom Penh,Land for Sale,Soft Title,9393097,,07-May-23,
187760,4694,Battambang,Land for Sale,Hard Title,8554370,,07-May-23,
66000,190,Phnom Penh,Land for Sale,Soft Title,9334413,,07-May-23,
66000,190,Phnom Penh,Land for Sale,Soft Title,9334413,,07-May-23,
3420,190,Siem Reap,Land for Sale,Soft Title,8523140,,07-May-23,
352000,4400,Kandal,Land for Sale,Soft Title,8438883,,07-May-23,
1760000,1100,Phnom Penh,Land for Sale,Soft Title,7797915,,07-May-23,
160000,1100,Phnom Penh,Land for Sale,Hard Title,9065018,,07-May-23,
573100,1042,Phnom Penh,Land for Sale,Soft Title,9089938,,07-May-23,
440,2,Kandal,Land for Sale,Soft Title,9199446,,07-May-23,
168000,200,Phnom Penh,Land for Sale,Hard Title,8928918,,07-May-23,
200000,8000,Kandal,Land for Sale,Soft Title,9393055,,07-May-23,
23000,200,Kandal,Land for Sale,Soft Title,7605546,,07-May-23,
13500,200,Kampong Speu,Land for Sale,Hard Title,9207535,,07-May-23,
13500,200,Kampong Speu,Land for Sale,Soft Title,8527089,,07-May-23,
81000,7393,Kampong Speu,Land for Sale,Hard Title,8329539,,07-May-23,
2102760,3894,Kandal,Land for Sale,Hard Title,8928560,,07-May-23,
59000,1490,Kandal,Land for Sale,Soft Title,7483024,,07-May-23,
255180,8506,Banteay Meanchey,Land for Sale,Soft Title,9157238,,07-May-23,
151840,7592,Pailin,Land for Sale,Soft Title,8526926,,07-May-23,
81000,7592,Phnom Penh,Land for Sale,Hard Title,8915576,,07-May-23,
22896,848,Kandal,Land for Sale,Soft Title,9259405,,07-May-23,
291764,7678,Phnom Penh,Land for Sale,Soft Title,8556086,,07-May-23,
750000,401,Phnom Penh,Land for Sale,Hard Title,8569597,,07-May-23,
51000,1500,Kampong Cham,Land for Sale,Soft Title,8924541,,07-May-23,
21500,998,Kampong Cham,Land for Sale,Soft Title,8543480,,07-May-23,
42000,350,Kampong Cham,Land for Sale,Soft Title,8924505,,07-May-23,
30420000000,5850000,Phnom Penh,Land for Sale,Hard Title,7932423,,07-May-23,
105456,2197,Phnom Penh,Land for Sale,Soft Title,9393028,,07-May-23,
290000,1200,Kandal,Land for Sale,Soft Title,9082993,,07-May-23,
230000,5300,Kampot,Land for Sale,Soft Title,9316635,,07-May-23,
108000,5300,Phnom Penh,Land for Sale,Hard Title,8915330,,07-May-23,
40800,600,Mondulkiri,Land for Sale,Hard Title,8595811,,07-May-23,
10710000,63000,Kandal,Land for Sale,Hard Title,7833294,,07-May-23,
220000,1840,Kandal,Land for Sale,Hard Title,8915203,,07-May-23,
91000,13000,Kampong Speu,Land for Sale,Hard Title,8725484,,07-May-23,
128000,200,Phnom Penh,Land for Sale,Hard Title,9280924,,07-May-23,
128000,200,Phnom Penh,Land for Sale,Hard Title,9280924,,07-May-23,
98000,352,Phnom Penh,Land for Sale,Soft Title,8925124,,07-May-23,
13500,64,Phnom Penh,Land for Sale,Hard Title,8835360,,07-May-23,
1088080,1876,Phnom Penh,Land for Sale,Soft Title,9336839,,07-May-23,
1400000,1876,Phnom Penh,Land for Sale,Soft Title,7665704,,07-May-23,
157883,28706,Kampot,Land for Sale,Hard Title,7776271,,07-May-23,
50000,252,Kandal,Land for Sale,Soft Title,8407455,,07-May-23,
17000,130,Phnom Penh,Land for Sale,Soft Title,8676783,,07-May-23,
155000,130,Kandal,Land for Sale,Soft Title,9299937,,07-May-23,
150000,130,Phnom Penh,Land for Sale,Soft Title,7543123,,07-May-23,
840000,14000,Phnom Penh,Land for Sale,Soft Title,9121126,,07-May-23,
171000,5700,Siem Reap,Land for Sale,Soft Title,8523152,,07-May-23,
13500,200,Kampong Speu,Land for Sale,Soft Title,8524160,,07-May-23,
258500,1034,Phnom Penh,Land for Sale,Hard Title,7848888,,07-May-23,
45000,9000,Koh Kong,Land for Sale,Soft Title,7555713,,07-May-23,
960000,6000,Phnom Penh,Land for Sale,Hard Title,7991130,,07-May-23,
250055,3847,Kandal,Land for Sale,Hard Title,8149270,,07-May-23,
80100,8900,Kampong Chhnang,Land for Sale,Hard Title,8402758,,07-May-23,
270000,142,Phnom Penh,Land for Sale,Hard Title,8577408,,07-May-23,
135000,142,Koh Kong,Land for Sale,Hard Title,8600397,,07-May-23,
2900000,517,Phnom Penh,Land for Sale,Hard Title,8617522,,07-May-23,
2600000,210,Phnom Penh,Land for Sale,Hard Title,9017570,,07-May-23,
228651,1149,Phnom Penh,Land for Sale,Hard Title,9126680,,07-May-23,
59000,417,Phnom Penh,Land for Sale,Hard Title,9173558,,07-May-23,
442680,3689,Phnom Penh,Land for Sale,Hard Title,9173676,,07-May-23,
300000,2500,Phnom Penh,Land for Sale,Hard Title,9175865,,07-May-23,
162500,2500,Phnom Penh,Land for Sale,Soft Title,9175876,,07-May-23,
556000,17375,Phnom Penh,Land for Sale,Hard Title,9256939,,07-May-23,
420000,600,Phnom Penh,Land for Sale,Hard Title,9257007,,07-May-23,
3500,1,Kampong Speu,Land for Sale,Soft Title,8467049,,07-May-23,
26500,1,Phnom Penh,Land for Sale,Soft Title,8693931,,07-May-23,
853600,1067,Phnom Penh,Land for Sale,Hard Title,9342645,,07-May-23,
270000,732,Banteay Meanchey,Land for Sale,Soft Title,8654902,,07-May-23,
113016,9418,Kandal,Land for Sale,Soft Title,7569548,,07-May-23,
540,270,Phnom Penh,Land for Sale,Hard Title,9126694,,07-May-23,
1296,144,Battambang,Land for Sale,Soft Title,8305269,,07-May-23,
285000,600,Phnom Penh,Land for Sale,Hard Title,9127843,,07-May-23,
285000,600,Phnom Penh,Land for Sale,Hard Title,9127843,,07-May-23,
360000,100,Siem Reap,Land for Sale,Soft Title,8755571,,07-May-23,
18000,450,Siem Reap,Land for Sale,Soft Title,8723078,,07-May-23,
1600000,200,Kampong Speu,Land for Sale,Soft Title,7796698,,07-May-23,
125000,482,Phnom Penh,Land for Sale,Soft Title,9392886,,07-May-23,
1557990,2473,Phnom Penh,Land for Sale,Hard Title,9127871,,07-May-23,
7382050,147641,Kampong Speu,Land for Sale,Hard Title,9154791,,07-May-23,
855700,4300,Siem Reap,Land for Sale,Soft Title,9218840,,07-May-23,
150000,910,Phnom Penh,Land for Sale,Soft Title,8222077,,07-May-23,
903000,1290,Siem Reap,Land for Sale,Hard Title,9127436,,07-May-23,
30000,1600,Preah Vihear,Land for Sale,Soft Title,9007310,,07-May-23,
600000,3600,Kandal,Land for Sale,Hard Title,7747987,,07-May-23,
4035,807,Phnom Penh,Land for Sale,Hard Title,9139655,,07-May-23,
30000,100,Phnom Penh,Land for Sale,Soft Title,8646402,,07-May-23,
96500,774,Phnom Penh,Land for Sale,Hard Title,8534986,,07-May-23,
16042800,320856,Kandal,Land for Sale,Soft Title,7498008,,07-May-23,
1500000,728,Phnom Penh,Land for Sale,Soft Title,7973430,,07-May-23,
231990,6105,Kampong Speu,Land for Sale,Hard Title,8441034,,07-May-23,
848980,3859,Phnom Penh,Land for Sale,Hard Title,8681722,,07-May-23,
490000,553,Phnom Penh,Land for Sale,Hard Title,9012787,,07-May-23,
886500,1970,Phnom Penh,Land for Sale,Soft Title,9127924,,07-May-23,
5610000,187000,Siem Reap,Land for Sale,Soft Title,9069182,,07-May-23,
27250,10900,Siem Reap,Land for Sale,Soft Title,8184603,,07-May-23,
280000,1236,Phnom Penh,Land for Sale,Soft Title,9210295,,07-May-23,
16500,644,Banteay Meanchey,Land for Sale,Soft Title,8983511,,07-May-23,
23000,200,Kampot,Land for Sale,Hard Title,8566381,,07-May-23,
80000,702,Takeo,Land for Sale,Soft Title,8671548,,07-May-23,
105000,702,Kandal,Land for Sale,Hard Title,8770788,,07-May-23,
140000,480,Phnom Penh,Land for Sale,Soft Title,9127940,,07-May-23,
2600000,200000,Kandal,Land for Sale,Hard Title,9392830,,07-May-23,
35000,300,Kandal,Land for Sale,Hard Title,9159671,,07-May-23,
700000,2000,Phnom Penh,Land for Sale,Soft Title,9159664,,07-May-23,
497960,844,Phnom Penh,Land for Sale,Soft Title,8567216,,07-May-23,
12000000,3000,Tboung Khmum,Land for Sale,Soft Title,8781690,,07-May-23,
1400000,4330,Siem Reap,Land for Sale,Hard Title,8323024,,07-May-23,
1300000,2600,Kandal,Land for Sale,Soft Title,7575480,,07-May-23,
295680,1344,Phnom Penh,Land for Sale,Hard Title,8167752,,07-May-23,
126000,504,Siem Reap,Land for Sale,Soft Title,9218203,,07-May-23,
171000,9000,Kandal,Land for Sale,Hard Title,8796257,,07-May-23,
33000,524,Kandal,Land for Sale,Soft Title,9301453,,07-May-23,
25000,100,Kandal,Land for Sale,Soft Title,8236009,,07-May-23,
510000,68000,Kampot,Land for Sale,Hard Title,7886122,,07-May-23,
539400,600,Phnom Penh,Land for Sale,Hard Title,9129673,,07-May-23,
62500,420,Siem Reap,Land for Sale,Soft Title,9218917,,07-May-23,
16000,5544,Siem Reap,Land for Sale,Soft Title,8774698,,07-May-23,
1507800,1077,Phnom Penh,Land for Sale,Hard Title,8789693,,07-May-23,
270000,100,Tboung Khmum,Land for Sale,Soft Title,9211441,,07-May-23,
25000,900,Tboung Khmum,Land for Sale,Soft Title,8775219,,07-May-23,
551625,1471,Siem Reap,Land for Sale,Hard Title,7912267,,07-May-23,
440000,400,Phnom Penh,Land for Sale,Hard Title,8231665,,07-May-23,
42000,1311,Battambang,Land for Sale,Hard Title,8984155,,07-May-23,
16281,603,Phnom Penh,Land for Sale,Soft Title,8658054,,07-May-23,
10000,600,Kampong Speu,Land for Sale,Soft Title,8820941,,07-May-23,
15000,168,Kampong Speu,Land for Sale,Soft Title,8707828,,07-May-23,
2340480,10176,Phnom Penh,Land for Sale,Hard Title,8584616,,07-May-23,
2206720,13792,Phnom Penh,Land for Sale,Hard Title,7991161,,07-May-23,
370000,243,Phnom Penh,Land for Sale,Hard Title,8099535,,07-May-23,
303750,2250,Kandal,Land for Sale,Hard Title,8148791,,07-May-23,
600000,407,Phnom Penh,Land for Sale,Hard Title,8208465,,07-May-23,
597960,604,Phnom Penh,Land for Sale,Hard Title,8307297,,07-May-23,
1219230,3933,Phnom Penh,Land for Sale,Hard Title,8378520,,07-May-23,
1350000,2700,Phnom Penh,Land for Sale,Hard Title,8681976,,07-May-23,
200000,375,Phnom Penh,Land for Sale,Hard Title,8870581,,07-May-23,
288000,590,Phnom Penh,Land for Sale,Soft Title,8982255,,07-May-23,
442500,590,Phnom Penh,Land for Sale,Hard Title,9117063,,07-May-23,
200000,6552,Kampot,Land for Sale,Soft Title,8568439,,07-May-23,
380000,300,Phnom Penh,Land for Sale,Soft Title,8527196,,07-May-23,
13500,100,Phnom Penh,Land for Sale,Hard Title,7959647,,07-May-23,
780000,39000,Kandal,Land for Sale,Soft Title,8920194,,07-May-23,
140000,400,Phnom Penh,Land for Sale,Hard Title,8359506,,07-May-23,
596970,5427,Svay Rieng,Land for Sale,Hard Title,8274123,,07-May-23,
10311300,5427,Phnom Penh,Land for Sale,Soft Title,8334439,,07-May-23,
10311300,5427,Phnom Penh,Land for Sale,Soft Title,8334439,,07-May-23,
214200,680,Phnom Penh,Land for Sale,Soft Title,8799656,,07-May-23,
29000,333,Kampot,Land for Sale,Hard Title,7988207,,07-May-23,
25000,280,Kampot,Land for Sale,Soft Title,7988217,,07-May-23,
17800,17800,Siem Reap,Land for Sale,Soft Title,7903043,,07-May-23,
393120,2184,Siem Reap,Land for Sale,Hard Title,8845143,,07-May-23,
4368000,2184,Kandal,Land for Sale,Soft Title,9108832,,07-May-23,
9493710,82554,Kampong Speu,Land for Sale,Soft Title,9211317,,07-May-23,
32000,9164,Takeo,Land for Sale,Soft Title,8808388,,07-May-23,
8800,220,Siem Reap,Land for Sale,Soft Title,9005425,,07-May-23,
352031,1769,Siem Reap,Land for Sale,Soft Title,9093019,,07-May-23,
24000,900,Kampot,Land for Sale,Soft Title,9329320,,07-May-23,
1389,1389,Siem Reap,Land for Sale,Hard Title,9131856,,07-May-23,
34825,199,Siem Reap,Land for Sale,Soft Title,9132904,,07-May-23,
352031,1769,Siem Reap,Land for Sale,Soft Title,9090063,,07-May-23,
53840,1346,Siem Reap,Land for Sale,Soft Title,9005508,,07-May-23,
5355000,1530,Phnom Penh,Land for Sale,Hard Title,8852196,,07-May-23,
3519000,1530,Phnom Penh,Land for Sale,Soft Title,8331580,,07-May-23,
260000,768,Phnom Penh,Land for Sale,Soft Title,9164553,,07-May-23,
300000,1500,Phnom Penh,Land for Sale,Soft Title,8902044,,07-May-23,
250000,756,Phnom Penh,Land for Sale,Soft Title,9164359,,07-May-23,
447490,1226,Phnom Penh,Land for Sale,Soft Title,7979416,,07-May-23,
950000,470,Phnom Penh,Land for Sale,Soft Title,7493180,,07-May-23,
10000,2318,Phnom Penh,Land for Sale,Soft Title,8292900,,07-May-23,
870000,1450,Siem Reap,Land for Sale,Soft Title,9219155,,07-May-23,
30000,1450,Phnom Penh,Land for Sale,Hard Title,7986563,,07-May-23,
34000,1,Takeo,Land for Sale,Soft Title,8846433,,07-May-23,
366800,1834,Siem Reap,Land for Sale,Hard Title,8524492,,07-May-23,
145000,290,Phnom Penh,Land for Sale,Soft Title,8187008,,07-May-23,
49000,203,Siem Reap,Land for Sale,Soft Title,8898037,,07-May-23,
180000,300,Preah Sihanouk,Land for Sale,Soft Title,8561850,,07-May-23,
2254885,3551,Preah Sihanouk,Land for Sale,Hard Title,9088260,,07-May-23,
470400,13440,Preah Sihanouk,Land for Sale,Soft Title,9177874,,07-May-23,
736600,1016,Preah Sihanouk,Land for Sale,Soft Title,9179196,,07-May-23,
16500000,5500,Kandal,Land for Sale,Soft Title,8041828,,07-May-23,
32000,656,Kandal,Land for Sale,Hard Title,8045743,,07-May-23,
140000,260,Siem Reap,Land for Sale,Soft Title,9211497,,07-May-23,
650000,260,Phnom Penh,Land for Sale,Soft Title,8292650,,07-May-23,
69000,189,Phnom Penh,Land for Sale,Hard Title,8363708,,07-May-23,
190000,10000,Kep,Land for Sale,Hard Title,8434642,,07-May-23,
