Price,Size,Location,Type,Title,Property ID,Original ID,Listed,Updated
430000,37700,Battambang,Land for Sale,Soft Title,8233341,,11-Apr-23,
15000,100,Kampong Thom,Land for Sale,Soft Title,9182936,,11-Apr-23,
65000,680,Kampong Speu,Land for Sale,Hard Title,9194272,,11-Apr-23,
20000,52000,Kampong Chhnang,Land for Sale,Soft Title,8784598,,11-Apr-23,
28750,5,Preah Sihanouk,Land for Sale,Hard Title,9289531,,11-Apr-23,
30000,10,Siem Reap,Land for Sale,Soft Title,9289522,,11-Apr-23,
1700000,200,Phnom Penh,Land for Sale,Soft Title,9289511,,11-Apr-23,
4000000,80000,Mondulkiri,Land for Sale,Soft Title,9289504,,11-Apr-23,
1425000,9500,Phnom Penh,Land for Sale,Soft Title,8712891,,11-Apr-23,
778365,155673,Phnom Penh,Land for Sale,Soft Title,9043894,,11-Apr-23,
1250000,250,Ratanakiri,Land for Sale,Soft Title,8521717,,11-Apr-23,
10000,5,Kampong Speu,Land for Sale,Soft Title,9077461,,11-Apr-23,
1000000,200,Kandal,Land for Sale,Soft Title,8453521,,11-Apr-23,
1800000,200,Phnom Penh,Land for Sale,Soft Title,7625125,,11-Apr-23,
700000,100,Kampong Speu,Land for Sale,Soft Title,8631864,,11-Apr-23,
25000,120,Phnom Penh,Land for Sale,Soft Title,9075869,,11-Apr-23,
2700000,300,Kampong Speu,Land for Sale,Soft Title,9079736,,11-Apr-23,
224955,14997,Koh Kong,Land for Sale,Soft Title,8892280,,11-Apr-23,
245000,600,Phnom Penh,Land for Sale,Hard Title,8905565,,11-Apr-23,
65000,600,Phnom Penh,Land for Sale,Hard Title,8751957,,11-Apr-23,
33000,600,Phnom Penh,Land for Sale,Soft Title,8714604,,11-Apr-23,
42000,10000,Svay Rieng,Land for Sale,Hard Title,9282550,,11-Apr-23,
115000,245,Phnom Penh,Land for Sale,Soft Title,8865964,,11-Apr-23,
150000,434,Phnom Penh,Land for Sale,Soft Title,9289302,,11-Apr-23,
59475,305,Siem Reap,Land for Sale,Soft Title,9114739,,11-Apr-23,
136000,8000,Kampong Speu,Land for Sale,Soft Title,7881597,,11-Apr-23,
650000,100,Kampong Speu,Land for Sale,Hard Title,9131891,,11-Apr-23,
2139200,764,Phnom Penh,Land for Sale,Hard Title,8992602,,11-Apr-23,
23400,2100,Pursat,Land for Sale,Hard Title,8336878,,11-Apr-23,
311865,3669,Siem Reap,Land for Sale,Soft Title,9288765,,11-Apr-23,
400000000,200000,Phnom Penh,Land for Sale,Soft Title,9288727,,11-Apr-23,
14843250,6597,Phnom Penh,Land for Sale,Hard Title,9230072,,11-Apr-23,
676940,15385,Siem Reap,Land for Sale,Soft Title,9288708,,11-Apr-23,
2673780,222815,Kampong Speu,Land for Sale,Hard Title,7557299,,11-Apr-23,
642150,14270,Phnom Penh,Land for Sale,Hard Title,7822238,,11-Apr-23,
75000,525,Kampot,Land for Sale,Soft Title,8870283,,11-Apr-23,
20000,144,Phnom Penh,Land for Sale,Soft Title,8967729,,11-Apr-23,
20000,100,Kampong Speu,Land for Sale,Soft Title,9288589,,11-Apr-23,
1500000,1458,Phnom Penh,Land for Sale,Soft Title,8893583,,11-Apr-23,
55000,200,Kampong Speu,Land for Sale,Soft Title,8726103,,11-Apr-23,
155750,445,Siem Reap,Land for Sale,Soft Title,8848763,,11-Apr-23,
59000,789,Kandal,Land for Sale,Hard Title,9022309,,11-Apr-23,
130000,3522,Mondulkiri,Land for Sale,Soft Title,8822794,,11-Apr-23,
54000,150,Kandal,Land for Sale,Hard Title,8891827,,11-Apr-23,
3250400,478,Phnom Penh,Land for Sale,Soft Title,9256151,,11-Apr-23,
1003500,1338,Siem Reap,Land for Sale,Hard Title,8675916,,11-Apr-23,
970200,3234,Kep,Land for Sale,Hard Title,8822792,,11-Apr-23,
4294250,2225,Phnom Penh,Land for Sale,Soft Title,8525563,,11-Apr-23,
404000,2525,Phnom Penh,Land for Sale,Soft Title,9257409,,11-Apr-23,
43000,99999999,Phnom Penh,Land for Sale,Soft Title,9128494,,11-Apr-23,
137624,17203,Koh Kong,Land for Sale,Soft Title,8999372,,11-Apr-23,
1331720,5122,Phnom Penh,Land for Sale,Soft Title,9288057,,10-Apr-23,
25000,264,Siem Reap,Land for Sale,Hard Title,8549332,,10-Apr-23,
490000,264,Phnom Penh,Land for Sale,Hard Title,9091934,,10-Apr-23,
45000,2121,Battambang,Land for Sale,Soft Title,9272313,,10-Apr-23,
210000,600,Phnom Penh,Land for Sale,Soft Title,9287964,,10-Apr-23,
38000,166,Phnom Penh,Land for Sale,Soft Title,8039058,,10-Apr-23,
60000,166,Preah Sihanouk,Land for Sale,Hard Title,8521028,,10-Apr-23,
22000,68,Phnom Penh,Land for Sale,Soft Title,8569291,,10-Apr-23,
250000,500,Phnom Penh,Land for Sale,Soft Title,8603068,,10-Apr-23,
3800000,76000,Kampong Speu,Land for Sale,Hard Title,8564555,,10-Apr-23,
75000,4500,Kampot,Land for Sale,Hard Title,9118506,,10-Apr-23,
429000000,66000,Tboung Khmum,Land for Sale,Hard Title,8527527,,10-Apr-23,
850000,601,Phnom Penh,Land for Sale,Hard Title,9194404,,10-Apr-23,
720000,600,Phnom Penh,Land for Sale,Hard Title,7945271,,10-Apr-23,
189000,1600,Pursat,Land for Sale,Hard Title,7768944,,10-Apr-23,
645000,9958,Pursat,Land for Sale,Hard Title,9211772,,10-Apr-23,
30000,160,Preah Sihanouk,Land for Sale,Soft Title,8584119,,10-Apr-23,
35000,160,Phnom Penh,Land for Sale,Soft Title,7884460,,10-Apr-23,
8400,168,Phnom Penh,Land for Sale,Soft Title,9057738,,10-Apr-23,
62000,400,Kandal,Land for Sale,Soft Title,9036089,,10-Apr-23,
140000,456,Phnom Penh,Land for Sale,Hard Title,9049858,,10-Apr-23,
120000,190,Phnom Penh,Land for Sale,Hard Title,8440228,,10-Apr-23,
10500,2500,Tboung Khmum,Land for Sale,Soft Title,8690942,,10-Apr-23,
47808,7968,Kampong Chhnang,Land for Sale,Hard Title,9179387,,10-Apr-23,
328240,4103,Kampong Speu,Land for Sale,Soft Title,9286469,,10-Apr-23,
325000,65000,Phnom Penh,Land for Sale,Hard Title,7983005,,10-Apr-23,
420000,1500,Phnom Penh,Land for Sale,Hard Title,8721366,,10-Apr-23,
49999,180,Phnom Penh,Land for Sale,Soft Title,8352914,,10-Apr-23,
54000,180,Phnom Penh,Land for Sale,Soft Title,7957323,,10-Apr-23,
46000,677,Kampong Cham,Land for Sale,Hard Title,8535980,,10-Apr-23,
1200000,200,Kampong Speu,Land for Sale,Soft Title,8871866,,10-Apr-23,
1020000,850,Phnom Penh,Land for Sale,Soft Title,8865849,,10-Apr-23,
1950000,500,Phnom Penh,Land for Sale,Hard Title,8555630,,10-Apr-23,
549000,1871,Kandal,Land for Sale,Soft Title,8555628,,10-Apr-23,
65000,125,Kampong Speu,Land for Sale,Hard Title,9276846,,10-Apr-23,
10000,600,Siem Reap,Land for Sale,Soft Title,8659205,,10-Apr-23,
170000,3600,Kampong Speu,Land for Sale,Soft Title,7690868,,10-Apr-23,
170000,171,Kandal,Land for Sale,Soft Title,9261588,,10-Apr-23,
32000,650,Prey Veng,Land for Sale,Hard Title,8708028,,10-Apr-23,
245000,5000,Kandal,Land for Sale,Soft Title,8554308,,10-Apr-23,
860000,20000,Kandal,Land for Sale,Soft Title,8554223,,10-Apr-23,
1129259.63,2263,Kandal,Land for Sale,Soft Title,9049841,,10-Apr-23,
2263,2263,Phnom Penh,Land for Sale,Soft Title,8524708,,10-Apr-23,
15000,3493,Kampot,Land for Sale,Soft Title,9192924,,10-Apr-23,
350000,601,Phnom Penh,Land for Sale,Hard Title,9287165,,10-Apr-23,
180000,1493,Phnom Penh,Land for Sale,Hard Title,9287161,,10-Apr-23,
45000,474,Kandal,Land for Sale,Soft Title,9024157,,10-Apr-23,
185000,450,Kandal,Land for Sale,Soft Title,9195766,,10-Apr-23,
120000,1200,Phnom Penh,Land for Sale,Soft Title,9253690,,10-Apr-23,
66000,60000,Banteay Meanchey,Land for Sale,Soft Title,7631169,,10-Apr-23,
12500,200,Kampong Speu,Land for Sale,Soft Title,7501201,,10-Apr-23,
419860,140,Siem Reap,Land for Sale,Soft Title,8986640,,10-Apr-23,
1872000,960,Preah Sihanouk,Land for Sale,Soft Title,9285076,,10-Apr-23,
990000,2475,Phnom Penh,Land for Sale,Soft Title,9284751,,10-Apr-23,
5080,5080,Phnom Penh,Land for Sale,Hard Title,9284748,,10-Apr-23,
136555,881,Kandal,Land for Sale,Hard Title,9284727,,10-Apr-23,
80000,10,Kampong Cham,Land for Sale,Soft Title,8007598,,10-Apr-23,
38000,3546,Kampong Chhnang,Land for Sale,Soft Title,8943533,,10-Apr-23,
257000,26800,Kandal,Land for Sale,Soft Title,7496519,,10-Apr-23,
135000,30000,Battambang,Land for Sale,Hard Title,8716486,,10-Apr-23,
270000,15000,Battambang,Land for Sale,Hard Title,8928413,,10-Apr-23,
100000,20000,Battambang,Land for Sale,Soft Title,8926697,,10-Apr-23,
50000,50000,Battambang,Land for Sale,Hard Title,8728837,,10-Apr-23,
306000,680,Battambang,Land for Sale,Soft Title,8728781,,10-Apr-23,
2340000,3600,Phnom Penh,Land for Sale,Hard Title,9285153,,10-Apr-23,
365000,600,Phnom Penh,Land for Sale,Hard Title,9126714,,10-Apr-23,
589900,240,Phnom Penh,Land for Sale,Soft Title,8838892,,10-Apr-23,
460000,164,Phnom Penh,Land for Sale,Hard Title,8842848,,10-Apr-23,
100,100,Kandal,Land for Sale,Soft Title,8772470,,10-Apr-23,
1560000,600000,Pursat,Land for Sale,Soft Title,8579220,,10-Apr-23,
72000,4000,Takeo,Land for Sale,Soft Title,7970969,,10-Apr-23,
30000,200,Phnom Penh,Land for Sale,Hard Title,8299515,,10-Apr-23,
170000,500,Phnom Penh,Land for Sale,Soft Title,7514335,,10-Apr-23,
441800,2209,Kampot,Land for Sale,Hard Title,9283640,,09-Apr-23,
46500,16252,Kampong Chhnang,Land for Sale,Soft Title,7962876,,09-Apr-23,
73000,200,Kampot,Land for Sale,Soft Title,9283629,,09-Apr-23,
831100,8311,Phnom Penh,Land for Sale,Soft Title,9283606,,09-Apr-23,
254,254,Preah Sihanouk,Land for Sale,Soft Title,8666182,,09-Apr-23,
46000,254,Kampong Chhnang,Land for Sale,Soft Title,7650950,,09-Apr-23,
1800000,600,Phnom Penh,Land for Sale,Hard Title,9283356,,09-Apr-23,
388360,1022,Siem Reap,Land for Sale,Hard Title,9283311,,09-Apr-23,
16695,371,Siem Reap,Land for Sale,Soft Title,9089180,,09-Apr-23,
1191456,99288,Phnom Penh,Land for Sale,Soft Title,7699786,,09-Apr-23,
200000,830,Kandal,Land for Sale,Soft Title,9207566,,09-Apr-23,
1100000,200,Kampong Speu,Land for Sale,Soft Title,8846080,,09-Apr-23,
96000,336,Ratanakiri,Land for Sale,Soft Title,8700688,,09-Apr-23,
75000,300,Battambang,Land for Sale,Soft Title,9282976,,09-Apr-23,
35000,800,Kampong Speu,Land for Sale,Soft Title,7575133,,09-Apr-23,
33216150,100655,Phnom Penh,Land for Sale,Soft Title,7465803,,09-Apr-23,
164450,1265,Siem Reap,Land for Sale,Soft Title,9282950,,09-Apr-23,
58000,211,Kandal,Land for Sale,Hard Title,8426227,,09-Apr-23,
30000,111,Kandal,Land for Sale,Hard Title,8475731,,09-Apr-23,
420000,900,Phnom Penh,Land for Sale,Hard Title,8748499,,09-Apr-23,
1256400,3141,Kampot,Land for Sale,Soft Title,9277539,,09-Apr-23,
15000,105,Kampot,Land for Sale,Soft Title,8534407,,09-Apr-23,
42000,660,Kep,Land for Sale,Hard Title,9212788,,09-Apr-23,
19000,660,Phnom Penh,Land for Sale,Soft Title,7460670,,09-Apr-23,
1000000,250,Siem Reap,Land for Sale,Soft Title,8460031,,09-Apr-23,
45000,10,Kampot,Land for Sale,Soft Title,7721533,,09-Apr-23,
32500,90,Kandal,Land for Sale,Soft Title,8538239,,09-Apr-23,
210000,90,Takeo,Land for Sale,Soft Title,8719158,,09-Apr-23,
150000,666,Kampong Cham,Land for Sale,Soft Title,9281627,,09-Apr-23,
32000,10,Mondulkiri,Land for Sale,Soft Title,9281607,,09-Apr-23,
22000,10,Kampot,Land for Sale,Soft Title,9281589,,09-Apr-23,
28000,122,Phnom Penh,Land for Sale,Hard Title,8550765,,09-Apr-23,
1872000,2600,Phnom Penh,Land for Sale,Soft Title,8550770,,09-Apr-23,
93180,4659,Kampot,Land for Sale,Hard Title,9018521,,09-Apr-23,
816893,103,Kandal,Land for Sale,Soft Title,9281134,,09-Apr-23,
20000,128,Siem Reap,Land for Sale,Soft Title,9280952,,09-Apr-23,
15800,249,Kandal,Land for Sale,Soft Title,9280930,,09-Apr-23,
22000,1050,Phnom Penh,Land for Sale,Hard Title,9282459,,09-Apr-23,
169080,11272,Svay Rieng,Land for Sale,Soft Title,9280719,,09-Apr-23,
3186400,45520,Kandal,Land for Sale,Soft Title,9280674,,09-Apr-23,
45000,86,Kandal,Land for Sale,Soft Title,8897125,,09-Apr-23,
86490,961,Kandal,Land for Sale,Soft Title,9280620,,09-Apr-23,
35000,200,Kandal,Land for Sale,Soft Title,9280604,,09-Apr-23,
2924100,5415,Phnom Penh,Land for Sale,Hard Title,9008616,,09-Apr-23,
460,230,Kampong Speu,Land for Sale,Hard Title,7755319,,09-Apr-23,
180200,3400,Phnom Penh,Land for Sale,Hard Title,8527153,,09-Apr-23,
3842240,24014,Kampot,Land for Sale,Soft Title,9008682,,09-Apr-23,
161280,2240,Kampong Speu,Land for Sale,Hard Title,9062205,,09-Apr-23,
17900,100,Kandal,Land for Sale,Soft Title,9279756,,09-Apr-23,
12000,143,Kampong Speu,Land for Sale,Soft Title,8524798,,09-Apr-23,
950000,153,Phnom Penh,Land for Sale,Soft Title,9279596,,09-Apr-23,
299999,600,Phnom Penh,Land for Sale,Soft Title,8918869,,09-Apr-23,
2730000,350,Kampong Speu,Land for Sale,Soft Title,8015308,,09-Apr-23,
3400000,400,Kampong Speu,Land for Sale,Soft Title,7889855,,09-Apr-23,
4560000,1200,Takeo,Land for Sale,Soft Title,9147780,,09-Apr-23,
23000,115,Kandal,Land for Sale,Soft Title,9279405,,08-Apr-23,
27000,115,Phnom Penh,Land for Sale,Hard Title,8566626,,08-Apr-23,
10900,100,Kampong Speu,Land for Sale,Soft Title,8728721,,08-Apr-23,
12000,100,Phnom Penh,Land for Sale,Soft Title,9278881,,08-Apr-23,
400000,100,Kampong Cham,Land for Sale,Soft Title,7514250,,08-Apr-23,
19500,10,Kampong Thom,Land for Sale,Soft Title,7499246,,08-Apr-23,
36900,205,Kandal,Land for Sale,Hard Title,8996955,,08-Apr-23,
22700,124,Kandal,Land for Sale,Hard Title,8996989,,08-Apr-23,
15600000,5200,Kampong Speu,Land for Sale,Soft Title,8535709,,08-Apr-23,
53000,159,Phnom Penh,Land for Sale,Soft Title,9081387,,08-Apr-23,
9125000,73000,Kampong Speu,Land for Sale,Hard Title,9278235,,08-Apr-23,
50000,200,Kandal,Land for Sale,Soft Title,9241485,,08-Apr-23,
5074000,20296,Phnom Penh,Land for Sale,Soft Title,9215035,,08-Apr-23,
2850000,300,Phnom Penh,Land for Sale,Soft Title,9277883,,08-Apr-23,
9000,1,Kampong Speu,Land for Sale,Soft Title,8522764,,08-Apr-23,
880000,100,Kampong Speu,Land for Sale,Soft Title,8522768,,08-Apr-23,
1256400,3141,Kampot,Land for Sale,Soft Title,9277527,,08-Apr-23,
1256400,3141,Kampot,Land for Sale,Soft Title,9277500,,08-Apr-23,
585000,195000,Koh Kong,Land for Sale,Soft Title,9277445,,08-Apr-23,
880000,600,Phnom Penh,Land for Sale,Soft Title,8749486,,08-Apr-23,
150000,338,Kandal,Land for Sale,Soft Title,9277353,,08-Apr-23,
45000,100,Phnom Penh,Land for Sale,Hard Title,8573456,,08-Apr-23,
27000,350,Kampot,Land for Sale,Hard Title,7993656,,08-Apr-23,
18000,110,Phnom Penh,Land for Sale,Hard Title,8521426,,08-Apr-23,
31000,80,Phnom Penh,Land for Sale,Hard Title,8524952,,08-Apr-23,
150000,20,Kampong Speu,Land for Sale,Soft Title,9275908,,08-Apr-23,
100000,3586,Siem Reap,Land for Sale,Soft Title,9050208,,08-Apr-23,
1050000,30000,Kampong Speu,Land for Sale,Soft Title,9204508,,08-Apr-23,
76100,2820,Kep,Land for Sale,Soft Title,9006408,,08-Apr-23,
55759,5069,Kampot,Land for Sale,Soft Title,8104079,,08-Apr-23,
586740,4191,Kampot,Land for Sale,Hard Title,8674257,,08-Apr-23,
532650,35510,Kampong Speu,Land for Sale,Hard Title,9126869,,08-Apr-23,
45000,45000,Kandal,Land for Sale,Hard Title,9275518,,08-Apr-23,
120000,1195,Kandal,Land for Sale,Hard Title,9275481,,08-Apr-23,
120000,8000,Kep,Land for Sale,Hard Title,9275383,,08-Apr-23,
470029.5,25407,Phnom Penh,Land for Sale,Hard Title,8863674,,08-Apr-23,
80000,30000,Kampong Speu,Land for Sale,Soft Title,9087790,,08-Apr-23,
390001,1222,Tboung Khmum,Land for Sale,Hard Title,9275157,,08-Apr-23,
5910780,10191,Phnom Penh,Land for Sale,Hard Title,9163373,,07-Apr-23,
660000,600,Phnom Penh,Land for Sale,Hard Title,8531445,,07-Apr-23,
15800,140,Siem Reap,Land for Sale,Soft Title,9274946,,07-Apr-23,
187220,1702,Phnom Penh,Land for Sale,Hard Title,8176295,,07-Apr-23,
27000,1000,Kampong Thom,Land for Sale,Soft Title,8943036,,07-Apr-23,
33000,1000,Tboung Khmum,Land for Sale,Soft Title,9122214,,07-Apr-23,
63000,3015,Takeo,Land for Sale,Soft Title,8998861,,07-Apr-23,
200610,4458,Phnom Penh,Land for Sale,Hard Title,8536146,,07-Apr-23,
10000,4458,Ratanakiri,Land for Sale,Soft Title,8356544,,07-Apr-23,
90990,674,Phnom Penh,Land for Sale,Soft Title,9051845,,07-Apr-23,
65000,211,Phnom Penh,Land for Sale,Soft Title,7657512,,07-Apr-23,
422211,211,Phnom Penh,Land for Sale,Soft Title,9274540,,07-Apr-23,
15999,327,Battambang,Land for Sale,Hard Title,9091552,,07-Apr-23,
1296240,16203,Phnom Penh,Land for Sale,Soft Title,7668392,,07-Apr-23,
376000,94000,Tboung Khmum,Land for Sale,Soft Title,9274167,,07-Apr-23,
184857,1433,Kandal,Land for Sale,Hard Title,8641630,,07-Apr-23,
90610,1105,Kandal,Land for Sale,Soft Title,9078707,,07-Apr-23,
291824,36478,Kampong Speu,Land for Sale,Soft Title,9274021,,07-Apr-23,
90000,300,Phnom Penh,Land for Sale,Soft Title,8568243,,07-Apr-23,
18000,140,Kandal,Land for Sale,Soft Title,7848437,,07-Apr-23,
90000,300000,Banteay Meanchey,Land for Sale,Hard Title,7951108,,07-Apr-23,
400000,5000,Kep,Land for Sale,Soft Title,9273815,,07-Apr-23,
150000,5000,Kandal,Land for Sale,Soft Title,8944377,,07-Apr-23,
125000,720,Kampot,Land for Sale,Hard Title,9273749,,07-Apr-23,
269500,7700,Kep,Land for Sale,Hard Title,9273718,,07-Apr-23,
1395000,410,Phnom Penh,Land for Sale,Soft Title,8686142,,07-Apr-23,
18750,75,Phnom Penh,Land for Sale,Soft Title,9102427,,07-Apr-23,
19000,159,Siem Reap,Land for Sale,Hard Title,9273625,,07-Apr-23,
42000,272,Siem Reap,Land for Sale,Soft Title,9273598,,07-Apr-23,
1319416,164927,Kampong Cham,Land for Sale,Soft Title,9127091,,07-Apr-23,
50000,256,Preah Sihanouk,Land for Sale,Hard Title,9273491,,07-Apr-23,
350000,150000,Kampong Speu,Land for Sale,Soft Title,8691026,,07-Apr-23,
130000,900,Kampong Speu,Land for Sale,Hard Title,8526447,,07-Apr-23,
60000,2018,Kampong Speu,Land for Sale,Soft Title,8526445,,07-Apr-23,
120000,1341,Kep,Land for Sale,Hard Title,9273364,,07-Apr-23,
46000,1800,Kep,Land for Sale,Hard Title,9273314,,07-Apr-23,
141995,4057,Kep,Land for Sale,Hard Title,9273278,,07-Apr-23,
10000,2023,Kandal,Land for Sale,Soft Title,9273224,,07-Apr-23,
2023,2023,Kampong Speu,Land for Sale,Hard Title,8992852,,07-Apr-23,
8092000,2023,Kampong Speu,Land for Sale,Soft Title,8928929,,07-Apr-23,
1058,529,Siem Reap,Land for Sale,Hard Title,9273162,,07-Apr-23,
50000,2000,Siem Reap,Land for Sale,Soft Title,9273158,,07-Apr-23,
76880,100,Preah Sihanouk,Land for Sale,Soft Title,8882071,,07-Apr-23,
20000,200,Kandal,Land for Sale,Soft Title,8517744,,07-Apr-23,
80000,296,Phnom Penh,Land for Sale,Hard Title,9219727,,07-Apr-23,
2195448,10762,Phnom Penh,Land for Sale,Soft Title,9272515,,07-Apr-23,
360000,1400,Kandal,Land for Sale,Soft Title,8730082,,07-Apr-23,
75000,1625,Kandal,Land for Sale,Soft Title,8546552,,07-Apr-23,
16000,330,Svay Rieng,Land for Sale,Soft Title,9267448,,07-Apr-23,
250000,500,Phnom Penh,Land for Sale,Hard Title,9233909,,07-Apr-23,
330000,743,Phnom Penh,Land for Sale,Hard Title,9229134,,07-Apr-23,
1238450,7990,Kandal,Land for Sale,Hard Title,9272126,,07-Apr-23,
430000,2747,Takeo,Land for Sale,Hard Title,9263880,,07-Apr-23,
248888,4278,Kandal,Land for Sale,Soft Title,8784782,,07-Apr-23,
1240000,8000,Kandal,Land for Sale,Hard Title,9272089,,07-Apr-23,
65000,1000,Kampot,Land for Sale,Hard Title,9271992,,07-Apr-23,
15500,15,Kratie,Land for Sale,Soft Title,9269907,,07-Apr-23,
1000000,48000,Kampot,Land for Sale,Hard Title,9237794,,07-Apr-23,
150000,3023,Phnom Penh,Land for Sale,Soft Title,9271783,,07-Apr-23,
17000,3023,Kandal,Land for Sale,Soft Title,8437806,,07-Apr-23,
361400,2780,Kandal,Land for Sale,Hard Title,7695050,,07-Apr-23,
25000,896,Preah Sihanouk,Land for Sale,Soft Title,8798818,,07-Apr-23,
1260000,18000,Kandal,Land for Sale,Hard Title,9271684,,07-Apr-23,
7213250,13115,Kandal,Land for Sale,Soft Title,8854146,,07-Apr-23,
531120,4426,Siem Reap,Land for Sale,Hard Title,9272453,,07-Apr-23,
1179000,786,Phnom Penh,Land for Sale,Hard Title,9123768,,07-Apr-23,
12000000,3000,Svay Rieng,Land for Sale,Soft Title,8926749,,07-Apr-23,
3533600,631,Phnom Penh,Land for Sale,Hard Title,9269098,,07-Apr-23,
150000,220,Kandal,Land for Sale,Soft Title,9144157,,07-Apr-23,
15000,200,Kampong Speu,Land for Sale,Soft Title,9271234,,07-Apr-23,
279000,210,Phnom Penh,Land for Sale,Soft Title,8971847,,07-Apr-23,
175000,182,Phnom Penh,Land for Sale,Hard Title,8774793,,07-Apr-23,
590000,600,Phnom Penh,Land for Sale,Soft Title,9141604,,07-Apr-23,
1200000,1200,Phnom Penh,Land for Sale,Hard Title,9176758,,07-Apr-23,
554400,1980,Phnom Penh,Land for Sale,Soft Title,8593637,,07-Apr-23,
69000,274,Phnom Penh,Land for Sale,Soft Title,8593744,,07-Apr-23,
78000,1815,Kandal,Land for Sale,Soft Title,8266628,,07-Apr-23,
450000,600,Phnom Penh,Land for Sale,Hard Title,9188327,,07-Apr-23,
310000,278,Phnom Penh,Land for Sale,Hard Title,9150291,,07-Apr-23,
220000,13710,Phnom Penh,Land for Sale,Soft Title,9271806,,07-Apr-23,
5000,5000,Kandal,Land for Sale,Hard Title,9268246,,07-Apr-23,
5856,5856,Kandal,Land for Sale,Hard Title,9270901,,07-Apr-23,
315000,900,Siem Reap,Land for Sale,Soft Title,9214036,,07-Apr-23,
180000,11934,Kampot,Land for Sale,Hard Title,9270821,,07-Apr-23,
1980000,9000,Kandal,Land for Sale,Soft Title,8830452,,07-Apr-23,
460000,827,Preah Sihanouk,Land for Sale,Hard Title,9129837,,07-Apr-23,
45000,1679,Kep,Land for Sale,Hard Title,9270707,,07-Apr-23,
15000,1690,Takeo,Land for Sale,Soft Title,8542819,,07-Apr-23,
50000,105,Kampot,Land for Sale,Soft Title,8542818,,07-Apr-23,
50000,100,Kampong Cham,Land for Sale,Soft Title,8542813,,07-Apr-23,
1257890,2475,Phnom Penh,Land for Sale,Soft Title,8985127,,07-Apr-23,
1750000,2475,Phnom Penh,Land for Sale,Soft Title,9272228,,07-Apr-23,
650000,503,Phnom Penh,Land for Sale,Hard Title,8964448,,07-Apr-23,
28000,150,Kampong Speu,Land for Sale,Hard Title,8645491,,07-Apr-23,
54240,904,Siem Reap,Land for Sale,Hard Title,8597050,,07-Apr-23,
799900,100,Kampong Speu,Land for Sale,Soft Title,9264987,,07-Apr-23,
799900,100,Kandal,Land for Sale,Soft Title,9264993,,07-Apr-23,
299900,100,Kampong Speu,Land for Sale,Soft Title,9265158,,07-Apr-23,
190000,300,Phnom Penh,Land for Sale,Soft Title,9118224,,06-Apr-23,
65000,160,Kandal,Land for Sale,Soft Title,8797779,,06-Apr-23,
17000,143,Kandal,Land for Sale,Soft Title,9135771,,06-Apr-23,
165000,1800,Kampong Speu,Land for Sale,Soft Title,9053008,,06-Apr-23,
20000,17,Kratie,Land for Sale,Soft Title,9269895,,06-Apr-23,
45000,150,Phnom Penh,Land for Sale,Soft Title,8392693,,06-Apr-23,
42000,475,Battambang,Land for Sale,Hard Title,9063481,,06-Apr-23,
35000,80,Phnom Penh,Land for Sale,Hard Title,8823724,,06-Apr-23,
55000,4364,Kep,Land for Sale,Hard Title,9190878,,06-Apr-23,
28000,675,Kandal,Land for Sale,Soft Title,9072532,,06-Apr-23,
13000,526,Kandal,Land for Sale,Soft Title,9106773,,06-Apr-23,
80000,1281,Kandal,Land for Sale,Hard Title,9269567,,06-Apr-23,
32000,1000,Kampong Speu,Land for Sale,Soft Title,8537822,,06-Apr-23,
76000,270,Kandal,Land for Sale,Soft Title,8299804,,06-Apr-23,
30000,30000,Kampong Cham,Land for Sale,Soft Title,9182811,,06-Apr-23,
135000,1670,Kandal,Land for Sale,Soft Title,8982574,,06-Apr-23,
283600,3545,Kandal,Land for Sale,Hard Title,8332882,,06-Apr-23,
1086360,3292,Phnom Penh,Land for Sale,Hard Title,9139630,,06-Apr-23,
2070000,230,Kandal,Land for Sale,Soft Title,8924845,,06-Apr-23,
210000,200,Phnom Penh,Land for Sale,Hard Title,9268688,,06-Apr-23,
2500000,774,Phnom Penh,Land for Sale,Hard Title,9268635,,06-Apr-23,
199000,230,Phnom Penh,Land for Sale,Soft Title,9268630,,06-Apr-23,
9000000,1310,Phnom Penh,Land for Sale,Soft Title,9268530,,06-Apr-23,
88649000,40295,Phnom Penh,Land for Sale,Hard Title,9268484,,06-Apr-23,
3433950,1761,Phnom Penh,Land for Sale,Hard Title,9268457,,06-Apr-23,
45000,1300,Kep,Land for Sale,Hard Title,9268430,,06-Apr-23,
62000,1095,Kampong Cham,Land for Sale,Soft Title,8969263,,06-Apr-23,
2000000,575,Phnom Penh,Land for Sale,Hard Title,9268388,,06-Apr-23,
1300000,1536,Phnom Penh,Land for Sale,Hard Title,9268353,,06-Apr-23,
26000,1029,Kampong Chhnang,Land for Sale,Soft Title,8965133,,06-Apr-23,
926665,5009,Phnom Penh,Land for Sale,Hard Title,9268257,,06-Apr-23,
3800,3800,Kandal,Land for Sale,Hard Title,9268235,,06-Apr-23,
20862000,2318,Phnom Penh,Land for Sale,Hard Title,9268219,,06-Apr-23,
1550315,18239,Kandal,Land for Sale,Hard Title,9268084,,06-Apr-23,
4200000,1200,Phnom Penh,Land for Sale,Soft Title,8912836,,06-Apr-23,
4200000,1200,Phnom Penh,Land for Sale,Soft Title,9181957,,06-Apr-23,
20000,1200,Battambang,Land for Sale,Hard Title,9268056,,06-Apr-23,
