Price,Price per m2,Location,Type,Title,Property ID,Original ID,Listed,Updated
"120,000",," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,226978,DL855,1 month ago,2 weeks ago
"140,000",538,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,226920,SRL552,1 month ago,2 weeks ago
"855,700",199,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Soft Title,226917,SRL541,1 month ago,2 weeks ago
"70,000",304,"Preaek Pnov, Prek Pnov, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/well-win-wellwinrealestate-2-7266/"">Well Win</a>",226884,1 month ago,2 weeks ago
"16,357,000","1,000"," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,226862,DL852,1 month ago,2 weeks ago
"1,499,443",52,"Kokir, Kien Svay, Kandal",Land/Development,Hard Title,"<a href=""/offices/well-win-wellwinrealestate-2-7266/"">Well Win</a>",226822,1 month ago,2 weeks ago
"1,800",," 580 , Boeung Kak 2, Toul Kork, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/vibol-chhorn-bolvibolbiz-3758/"">vibol chhorn</a>",226748,1 month ago,1 month ago
"316,400",350," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,226729,DL851,1 month ago,2 weeks ago
500,None," Kakab 1, Por Sen Chey, Phnom Penh",Land,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",226724,1 month ago,1 month ago
"339,500",100," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,226588,DL845,1 month ago,2 weeks ago
"439,800",150," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,226587,DL844,1 month ago,2 weeks ago
"477,600",300," Srangae, Siem Reap, Siem Reap",Land/Development,Hard Title,226535,DL842,1 month ago,2 weeks ago
"956,250",850," Sla Kram, Siem Reap, Siem Reap",Land,Hard Title,226532,DL841,1 month ago,2 weeks ago
"890,000",198," Snaor, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",226456,GP-46371,1 month ago
"310,950",450," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,226444,DL831,1 month ago,2 weeks ago
"107,600",450," Kouk Chak, Siem Reap, Siem Reap",Land/Development,Hard Title,226389,DL834,1 month ago,2 weeks ago
"352,000",220,"Sala Kamraeuk, Siem Reap, Siem Reap",Land,Hard Title,226162,SRL175,1 month ago,2 weeks ago
"1,450,000",1," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,226150,DL828,1 month ago,2 weeks ago
"1,429,400",350,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,226098,SRL555,1 month ago,2 weeks ago
"57,695",55," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,226030,DL827,1 month ago,2 weeks ago
350,None," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,226027,DL826,1 month ago,2 weeks ago
"436,050",95,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,226025,SRL554,1 month ago,2 weeks ago
"45,240",145," Chreav, Siem Reap, Siem Reap",Land,Hard Title,226010,DL824,1 month ago,2 weeks ago
270,None," Ta Khmao, Ta Khmau, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",225867,1 month ago,1 month ago
80,None," Setbou, S'ang, Kandal",Land,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",225866,1 month ago,1 month ago
"200,000",250," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,225852,DL820,1 month ago,2 weeks ago
"1,248,000",600," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,225851,DL823,1 month ago,2 weeks ago
"47,600",200,"for sale behine Tourism City ក្រោយបុរីទេសចរណ៍ Land for sale behine Tourism City ក្រោយបុរីទេសចរណ៍ Land, Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,225845,1.71006E+11,1 month ago,1 month ago
"22,800",200,"ក្រោយបុរីទេសចរណ៍ ក្រោយបុរីទេសចរណ៍, Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,225843,1.71006E+11,1 month ago,1 month ago
"40,970",85,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,225683,SRL553,1 month ago,2 weeks ago
"6,000,000","2,500"," Toul Tum Poung 1, Chamkarmon, Phnom Penh",Land/Development,Hard Title,225615,1 month ago,2 weeks ago,"<a href=""/offices/global-property-services-choeunsina94gmailcom-2-6898/"">Global Property Services</a>"
"890,000","2,000"," Boeung Kak 1, Toul Kork, Phnom Penh",Land/Development,Hard Title,225589,1 month ago,2 weeks ago,"<a href=""/offices/global-property-services-choeunsina94gmailcom-2-6898/"">Global Property Services</a>"
710,None," Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/five-key-realty-fivekeyrealty-2-6960/"">Five Key Realty</a>",224925,FK2,2 months ago
"16,400,000",400,"National Raod No. 3 3, Kamboul, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/five-key-realty-fivekeyrealty-2-6960/"">Five Key Realty</a>",224905,2 months ago,2 weeks ago
"890,000",,"Boeung Kak 1, Toul Kork, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/buratino-buratino-buratino-7255/"">BURATINO</a>",224898,B-1004,2 months ago
"99,000",550," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,224879,DL813,2 months ago,2 weeks ago
"322,000",230,"Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,224818,SRL543,2 months ago,2 weeks ago
"720,000",600,"Kouk Chak, Siem Reap, Siem Reap",Land/Development,Hard Title,224809,SRL549,2 months ago,2 weeks ago
"657,450",270,"Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,224807,SRL544,2 months ago,2 weeks ago
"126,000",250,"Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,224804,SRL550,2 months ago,2 weeks ago
"140,000",,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,224801,SRL552,2 months ago,2 weeks ago
"4,344,600","1,300"," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,224741,DL811,2 months ago,2 weeks ago
"453,700",130," Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,224633,DL810,2 months ago,2 weeks ago
"220,000","1,094"," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,224630,DL809,2 months ago,2 weeks ago
"163,070",230," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,224570,DL808,2 months ago,2 weeks ago
"167,375",65," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,224569,DL806,2 months ago,2 weeks ago
"544,500","1,500"," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,224568,DL805,2 months ago,2 weeks ago
"140,000",538,"Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,224560,SRL552,2 months ago,2 weeks ago
"300,000",235," Kamboul, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",224543,GP-46067,2 months ago
"500,000",250," Kamboul, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",224541,GP-46054,2 months ago
"772,200",650," Kouk Chak, Siem Reap, Siem Reap",Land/Development,Hard Title,224376,DL804,2 months ago,2 weeks ago
"332,800",650," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,224273,DL802,2 months ago,2 weeks ago
"4,000",," Tuol Sangkae 2, Russey Keo, Phnom Penh",Land/Development,Hard Title,224138,2 months ago,2 weeks ago,"<a href=""/offices/asia-real-estate-cambodia-kaosayarccomkh-1469/"">ASIA REAL ESTATE CAMBODIA</a>"
"458,205",55," Dei Edth, Kien Svay, Kandal",Land/Development,Soft Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",224005,CBE0008,2 months ago
"200,000",,"Krang Thnong, Sen Sok, Phnom Penh",Land,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223941,2 months ago,2 months ago
"160,000",,"Prek Ruessey, Ta Khmau, Kandal",Land,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223939,2 months ago,2 months ago
"80,000",,"Kbal Kaoh, Chbar Ampov, Phnom Penh",Land,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223932,2 months ago,2 months ago
"75,000",,"Chbar Ampov II, Chbar Ampov, Phnom Penh",Land,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223926,2 months ago,2 months ago
"129,000",600,"Spean Thma, Dangkao, Phnom Penh",Land,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223919,2 months ago,2 months ago
"501,600",480," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,223896,DL796,2 months ago,2 weeks ago
"775,572",12," Kampong Chamlang, Khsach Kandal, Kandal",Land/Development,Soft Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223857,CBR0002,2 months ago
"200,000",1," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,223779,DL793,2 months ago,2 weeks ago
6,None," Svay Chuk, Sameakki Mean Chey, Kampong Chhnang",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223695,2 months ago,2 months ago
"532,950",170," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,223649,DL790,2 months ago,2 weeks ago
"136,360",280," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,223586,DL785,3 months ago,2 weeks ago
"310,000",62," Banteay Dei, Pursat, Pursat",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223544,15784,3 months ago
"180,000",180," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,223531,DL786,3 months ago,2 weeks ago
"2,016,000","1,200"," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,223486,DL742,3 months ago,2 weeks ago
"870,000",600," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,223452,DL781,3 months ago,2 weeks ago
300,300," Snaor, Por Sen Chey, Phnom Penh",Land,Hard Title,223441,3 months ago,2 weeks ago,"<a href=""/offices/global-property-services-choeunsina94gmailcom-2-6898/"">Global Property Services</a>"
"45,400",25," Tang Krang, Batheay, Kampong Cham",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223429,3 months ago,3 months ago
"3,500,000",350," Ream, Prey Nob, Sihanoukville",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223422,3 months ago,3 months ago
"834,120",140,"Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,215648,SRL535,8 months ago,2 weeks ago
"160,000",400," St6A , Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,223223,yes,3 months ago,3 months ago
"309,230",170," Preaek Ampil, Khsach Kandal, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",223178,3 months ago,3 months ago
"148,716",18," Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,222986,DL768,3 months ago,2 weeks ago
"300,000",,"Veal Vong, Kampong Cham, Kampong Cham",Land/Development,Soft Title,222982,964762376,3 months ago,3 months ago
"247,500",100," Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,222926,DL767,3 months ago,2 weeks ago
"181,500",250," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,222900,DL765,3 months ago,2 weeks ago
"105,000",112," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,222899,DL764,3 months ago,2 weeks ago
"148,000",338," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,222897,DL763,3 months ago,2 weeks ago
75,None,"Roka Knong, Doun Kaev, Takeo",Land/Development,Hard Title,"<a href=""/offices/vanguard-vanguardagency-7235/"">vanguard</a>",222808,3 months ago,2 weeks ago
"445,500",450," Khmuonh, Sen Sok, Phnom Penh",Land/Development,Soft Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",222750,3 months ago,3 months ago
111,None," Chhak Chheu Neang, Angk Snuol, Kandal",Land/Development,Soft Title,222696,F20,3 months ago,2 weeks ago
"569,500",25," Svay Chek, Angkor Thum, Siem Reap",Land/Development,Hard Title,222693,DL760,3 months ago,2 weeks ago
"142,255",115," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,222683,DL754,3 months ago,2 weeks ago
"570,460",220," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,222675,DL753,3 months ago,2 weeks ago
"600,000",909," Svay Chrum, Khsach Kandal, Kandal",Land/Development,Hard Title,"<a href=""/offices/ellington-property-ellingtonproperty1-2-7221/"">Ellington Property</a>",222628,SL064,3 months ago
"2,537,500",700," Khmuonh, Sen Sok, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",222575,15289,3 months ago
"9,320,400",72," Prey Vihear, Kong Pisei, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",222572,15289,3 months ago
"2,075,996",52,"22 , Leay Bour, Tram Kak, Takeo",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",222493,15289,4 months ago
"2,041,490",110,"road number 8 national, Sanlung, Khsach Kandal, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",222446,4 months ago,3 months ago
"1,500,000",,"118 , Phsar Depou I, Toul Kork, Phnom Penh",Land/Development,Hard Title,222359,ALD22-001,4 months ago,3 months ago
"634,647",39," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,222335,DL755,4 months ago,2 weeks ago
"70,000",," Ponhea Pon, Prek Pnov, Phnom Penh",Land,Soft Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",222328,4 months ago,3 months ago
"282,730",245," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,222168,DL749,4 months ago,2 weeks ago
"404,580",220," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,222112,DL747,4 months ago,2 weeks ago
"366,800",200," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,221908,DL744,4 months ago,2 weeks ago
"10,968",," Dambouk Rung, Phnum Sruoch, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mean-serey-village-meansereyvillage-7252/"">Mean Serey</a>",221828,4 months ago,2 weeks ago
"10,468",," Dambouk Rung, Phnum Sruoch, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mean-serey-village-meansereyvillage-7252/"">Mean Serey</a>",221827,4 months ago,2 weeks ago
"10,468",," Dambouk Rung, Phnum Sruoch, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mean-serey-village-meansereyvillage-7252/"">Mean Serey</a>",221826,4 months ago,2 weeks ago
"994,500",900," Sala Kamraeuk, Siem Reap, Siem Reap",Land,Hard Title,221757,DL737,4 months ago,2 weeks ago
"1,500,000","1,562"," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,221547,DL738,4 months ago,2 weeks ago
"1,346,800",40," Krabei Riel, Siem Reap, Siem Reap",Land,Hard Title,221387,DL727,5 months ago,2 weeks ago
"450,450",330," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,221385,DL725,5 months ago,2 weeks ago
"350,000",," Sala Kamraeuk, Siem Reap, Siem Reap",Land,Hard Title,221376,DL734,5 months ago,2 weeks ago
"1,079,850",690," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,221309,DL733,5 months ago,2 weeks ago
"397,800",120," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,221285,DL732,5 months ago,2 weeks ago
"65,440",160," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,221284,DL731,5 months ago,2 weeks ago
"104,000",40," Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,221282,DL730,5 months ago,2 weeks ago
"762,960",60," Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,221271,DL729,5 months ago,2 weeks ago
"297,500",25," Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,221245,DL728,5 months ago,2 weeks ago
"65,000",260," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,221183,DL724,5 months ago,2 weeks ago
"131,175",265," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,221165,DL720,5 months ago,2 weeks ago
"85,637",85," Kandaek, Prasat Bakong, Siem Reap",Land,Hard Title,221164,DL719,5 months ago,2 weeks ago
"581,040",180," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,221039,DL721,5 months ago,2 weeks ago
"120,000",303," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,220937,DL710,5 months ago,2 weeks ago
"557,900",100," Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,220936,DL711,5 months ago,2 weeks ago
"233,840",370," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,220935,DL712,5 months ago,2 weeks ago
"600,000",600," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,220930,DL714,5 months ago,2 weeks ago
650,None,"Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mia-cambodia-miacambodia-7248/"">MIA Cambodia</a>",220875,5 months ago,5 months ago
"1,350,000",90," Chreav, Siem Reap, Siem Reap",Land,Hard Title,220835,DL716,5 months ago,2 weeks ago
"180,000",769," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,220830,DL715,5 months ago,2 weeks ago
"383,670",490," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,220738,DL709,5 months ago,2 weeks ago
300,None,"Kouk Roka, Prek Pnov, Phnom Penh",Land,Hard Title,"<a href=""/offices/vanguard-vanguardagency-7235/"">vanguard</a>",220615,L-065,5 months ago
295,None,"Khmuonh, Sen Sok, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/vanguard-vanguardagency-7235/"">vanguard</a>",220606,Anglong Kngan,5 months ago
"5,791,860",180," Trapeang Kong, Samraong Tong, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",220477,KH-22170,5 months ago
"2,975,000",8,"Tbaeng, Banteay Srei, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220446,Sok,5 months ago
"294,930",290," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,220421,DL704,5 months ago,2 weeks ago
"10,831,920",220," Peuk, Angk Snuol, Kandal",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",220376,KH-22106,5 months ago
"4,865,820",60," Roka Chonlueng, Khsach Kandal, Kandal",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",220375,KH-22106,5 months ago
"18,482,865",85," Sangkat Sambuor, Siem Reap, Siem Reap",Land,Hard Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220297,LFS-308,5 months ago
"1,300,000",623,"Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220296,LFS-307,5 months ago
"10,000,000",100," Ampil, Prasat Bakong, Siem Reap",Land,Hard Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220269,LFS-306,5 months ago
"8,745,000",5,"Rumchek, Banteay Srei, Siem Reap",Land/Development,Soft Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220265,LFS-305,5 months ago
"1,440,000",80,"Khchas, Sout Nikom, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220261,LFS-304,5 months ago
"55,000",312," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,220243,DL702,5 months ago,2 weeks ago
"6,401,200","1,300"," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,220240,DL680,5 months ago,2 weeks ago
"5,500",0," Trapeang Prei, Anlong Veng, Oddar Meanchey",Land/Development,Hard Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220239,LFS-303,5 months ago
"6,556,800",600," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,220193,DL701,5 months ago,2 weeks ago
"1,206,150",550,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220147,LFS-301,5 months ago
"1,089,600",800," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,220146,DL679,5 months ago,2 weeks ago
550,None,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/ebrc-cambodia-coltd-ebrccambodiaagency-2-7245/"">EBRC</a>",220145,LFS-302,5 months ago
400,None," Krang Thnong, Sen Sok, Phnom Penh",Land/Development,Hard Title,220106,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
600,None," Krang Thnong, Sen Sok, Phnom Penh",Land,Hard Title,220103,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"1,959,000","3,000","Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217687,SRL536,7 months ago,2 weeks ago
350,None," Krang Thnong, Sen Sok, Phnom Penh",Land/Development,Hard Title,220058,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"320,000",," Krang Thnong, Sen Sok, Phnom Penh",Land/Development,Hard Title,220057,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"600,000",," Samraong Kraom, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,220056,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
330,None," Samraong Kraom, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,220054,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"210,000",," Krang Thnong, Sen Sok, Phnom Penh",Land/Development,Hard Title,220046,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"350,900",580," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,220043,DL700,5 months ago,2 weeks ago
"755,000",," Kampong Cham, Kampong Cham, Kampong Cham",Land/Development,Hard Title,220019,KH22CMA61A,5 months ago,2 weeks ago
"370,000",," Kampong Cham, Kampong Cham, Kampong Cham",Land/Development,Hard Title,220018,KH22CMA61,5 months ago,2 weeks ago
"220,000",," Kouk Khleang, Sen Sok, Phnom Penh",Land/Development,Hard Title,219995,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"90,000",1," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,219989,DL699,5 months ago,2 weeks ago
"444,750",750," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,219978,DL696,5 months ago,2 weeks ago
"560,000",280," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,219953,DL695,5 months ago,2 weeks ago
"280,000",," Kouk Roka, Prek Pnov, Phnom Penh",Land/Development,Hard Title,219887,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"2,594,280",65," Trapeang Kong, Samraong Tong, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",219886,KH-22071,5 months ago
"550,000",," Kouk Roka, Prek Pnov, Phnom Penh",Land/Development,Hard Title,219883,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"172,800",450," Samraong Kraom, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,219880,5 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"134,420",260," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,219758,DL691,5 months ago,2 weeks ago
"358,410",130," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,219757,DL675,5 months ago,2 weeks ago
"1,474,500",500," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,219618,DL688,6 months ago,2 weeks ago
"170,000",121," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,219612,DL690,6 months ago,2 weeks ago
"499,500",520," Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,Hard Title,219537,6 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"1,073,250",250," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,219475,DL684,6 months ago,2 weeks ago
"1,751,700",300," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,219472,DL681,6 months ago,2 weeks ago
870,None," Kouk Khleang, Sen Sok, Phnom Penh",Land/Development,Hard Title,219391,6 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"521,000",500," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,219367,DL686,6 months ago,2 weeks ago
"421,291",23," Kaev Poar, Puok, Siem Reap",Land/Development,Hard Title,219366,DL685,6 months ago,2 weeks ago
"366,390",295," Preaek Aeng, Chbar Ampov, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",219207,6 months ago,6 months ago
"1,661,940",420," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,219146,DL678,6 months ago,2 weeks ago
"281,400",280," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,219142,DL677,6 months ago,2 weeks ago
"50,490",90," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,219095,DL676,6 months ago,2 weeks ago
