Price,Price per m2,Location,Type,Title,Property ID,Original ID,Listed,Updated
"12,000",None,"BKK 1, Chamkarmon, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",215575,7235420,8 months ago
500,None," Russey Keo, Russey Keo, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",215199,8 months ago,8 months ago
70,None,"Trapeang Thum, Prasat Bakong, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",213636,7172601,9 months ago
220,None,"Kep, Kep, Kep",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",212743,7132174,9 months ago
59,None,"Chaom Chau, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",212038,7098366,9 months ago
"145,000",,"Kampong Svay, Kien Svay, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",210029,7006013,10 months ago
"16,000",,"Preaek Tonloab, Leuk Daek, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",209640,6993395,10 months ago
580,None,"Preaek Aeng, Chbar Ampov, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",208723,11 months ago,11 months ago
"5,000",,"Chaom Chau, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",208659,6947624,11 months ago
"50,000",,"Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",206990,6851571,11 months ago
538,None,"Preaek Aeng, Chbar Ampov, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",206511,6837728,12 months ago
"250,000",,"Samrong, Prey Nob, Sihanoukville",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",205664,6813461,1 year ago
"125,000",,"Barong, Lvea Aem, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",204456,6769261,1 year ago
450,None,"Kampong Samnanh, Ta Khmau, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",203459,6731722,1 year ago
"30,000",,"Preaek Pra, Chbar Ampov, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",203247,6726910,1 year ago
850,None,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",203154,6723037,1 year ago
210,None,"Ovlaok, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",203042,6720826,1 year ago
"600,000",,"Krang Dei Vay, Phnum Sruoch, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",202960,6715455,1 year ago
"65,000",,"Ta Khmao, Ta Khmau, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",202453,6703465,1 year ago
650,None,"Bak Kaeng, Chroy Changvar, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",202308,6675670,1 year ago
"860,000",,"Trapeang Thum, Prasat Bakong, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",201502,6650763,1 year ago
"55,000",,"Chaom Chau, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",201004,6635038,1 year ago
"9,873,600","1,200","Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",199696,6560110,1 year ago
"1,200",None,"Cheung Aek, Dangkao, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",199376,6528565,1 year ago
"9,999",,"Tuol Prech, Angk Snuol, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",198913,6512142,1 year ago
175,None,"Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",196780,6348185,1 year ago
122,None,"Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",196779,6348181,1 year ago
"60,000",,"Chroy Changvar, Chroy Changvar, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",196778,6348175,1 year ago
13,None,"Banteay Chhmar, Thma Puok, Banteay Meanchey",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",196335,6329826,1 year ago
6,None,"Banteay Chhmar, Thma Puok, Banteay Meanchey",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",196334,6329813,1 year ago
25,None,"Svay Rumpear, Kampong Leaeng, Kampong Chhnang",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",196333,6329588,1 year ago
65,None,"Veang Chas, Odongk, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",195232,6238877,1 year ago
30,None,"Kampong Trach Khang Lech, Kampong Trach, Kampot",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",195231,6238472,1 year ago
"26,000",,"Chhveang, Ponhea Lueu, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191618,6050435,1 year ago
550,None,"Preaek Kampues, Dangkao, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191617,6050289,1 year ago
"500,000",,"Ream, Prey Nob, Sihanoukville",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191157,6025726,1 year ago
13,None,"Kien Sangkae, Sout Nikom, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191156,6025685,1 year ago
160,None,"Ponsang, Prek Pnov, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191155,6025576,1 year ago
"80,000",,"Kampong Luong, Ponhea Lueu, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191103,6020005,1 year ago
"120,000",,"Kampong Luong, Ponhea Lueu, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191102,6019971,1 year ago
"130,000",,"Amleang, Thpong, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191035,6019757,1 year ago
25,None,"Amleang, Thpong, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",191034,6019653,1 year ago
"2,831,900","2,100","Sangkat Buon, Sihanoukville, Sihanoukville",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",190080,6004074,1 year ago
"20,000",,"Mkak, Angk Snuol, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",189807,5992050,1 year ago
"18,000",,"Mean Chey, Odongk, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",188781,5971410,1 year ago
"540,000",,"Ruessei Chrouy, Mukh Kampul, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",188501,5966187,1 year ago
4,None,"Takaen, Chhuk, Kampot",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",188393,5964283,1 year ago
"12,000",,"Chan Saen, Odongk, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",188391,5964185,1 year ago
"15,000",,"Vihear Suork, Khsach Kandal, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",188308,5961838,1 year ago
19,None,"Koun Satv, Tuek Chhou, Kampot",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",187704,5922877,1 year ago
"170,000",170,"Koh Dach, Chroy Changvar, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",187469,5910712,1 year ago
50,None,"Preah Srae, Odongk, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",187248,5905037,1 year ago
"88,000",340,"Stueng Mean chey, Meanchey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",187066,5898632,1 year ago
"60,000",,"Kantaok, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",187065,5898628,1 year ago
900,,"Sangkat Buon, Sihanoukville, Sihanoukville",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",187059,5897221,1 year ago
12,None,"Makprang, Tuek Chhou, Kampot",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",185986,5849005,1 year ago
4,None,"Srae Chea Khang Tboung, Dang Tong, Kampot",Land/Development,Soft Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",185985,5848766,1 year ago
"2,160,000","1,200","Sangkat Bei, Sihanoukville, Sihanoukville",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",185704,5839201,1 year ago
850,None,"Kaoh Rung, Sihanoukville, Sihanoukville",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",185233,5821140,1 year ago
"45,000",,"Kandal Stueng, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",160770,5181825,2 years ago,2 months ago
"250,000",,"Odongk, Kampong Speu",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",160769,5181797,2 years ago,2 months ago
"32,000",,"Preaek Pnov, Prek Pnov, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",160552,5172345,2 years ago,2 months ago
"210,000",,"Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",160332,5161666,2 years ago,2 months ago
"280,000",,"Lvea Aem, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",160330,5161585,2 years ago,2 months ago
"18,000",,"Kampot, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",160000,5147763,2 years ago,2 months ago
"168,000",,"Krang Thnong, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",158711,5110291,2 years ago,2 months ago
"13,000",,"Kong Pisei, Kampong Speu",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",158707,5110279,2 years ago,2 months ago
"975,000",,"Khnar Pou, Sout Nikom, Siem Reap",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",158570,5103623,2 years ago,2 months ago
"5,300,000",,"Ballangk, Prasat Bakong, Siem Reap",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",158567,5103613,2 years ago,2 months ago
"250,000",,"Peak Sneng, Angkor Thum, Siem Reap",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",158566,5103611,2 years ago,2 months ago
"120,000",,"Tuek Chhou, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",158105,5074002,2 years ago,2 months ago
"58,000",,"Samraong Tong, Kampong Speu",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",157976,5068850,2 years ago,2 months ago
"60,000",,"Chbar Mon, Kampong Speu",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",157885,5068696,2 years ago,2 months ago
"6,500",,"Kampot, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",157778,5059390,2 years ago,2 months ago
"85,000",,"Makprang, Tuek Chhou, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",157561,5052504,2 years ago,2 months ago
"65,000",,"Pong Tuek, Dangkao, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",157432,5028477,2 years ago,2 months ago
"2,250,000",,"Thma Kor, Lvea Aem, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",157265,5024922,2 years ago,2 months ago
"69,000",,"Ta Khmao, Ta Khmau, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",157263,5024913,2 years ago,2 months ago
"800,000",,"Kampot, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",156699,4988300,2 years ago,2 months ago
"500,000",,"Kampong Kraeng, Tuek Chhou, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",156300,4945271,2 years ago,2 months ago
"9,500",,"Kaoh Thum, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",156297,4945221,2 years ago,2 months ago
"350,000",,"Ta Khmao, Ta Khmau, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",156225,4931035,2 years ago,2 months ago
"300,000",,"Sak Sampov, Dangkao, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",155889,4908567,2 years ago,2 months ago
"160,000",,"Tuol Sangke, Russey Keo, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",155888,4908549,2 years ago,2 months ago
"398,000",,"Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",155222,4850939,2 years ago,2 months ago
"65,000",,"Angk Snuol, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",155059,4840675,2 years ago,2 months ago
"170,000",,"Dangkao, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154994,4836041,2 years ago,2 months ago
"85,000",,"Chreav, Siem Reap, Siem Reap",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154755,4816531,2 years ago,2 months ago
"550,000",,"Tuek Chhou, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154486,4804248,2 years ago,2 months ago
"95,000",,"Lvea Aem, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154483,4804230,2 years ago,2 months ago
"28,000",,"Tuek Chhou, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154297,4796848,2 years ago,2 months ago
"390,000",,"Krang Thnong, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154296,4796845,2 years ago,2 months ago
"79,000",,"Cheung Aek, Dangkao, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154294,4796794,2 years ago,2 months ago
"60,000",,"Chaom Chau, Por Sen Chey, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154156,4788936,2 years ago,2 months ago
"20,000",200,"Kronhoung Saen Chey, Snuol, Kratie",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",154060,4785065,2 years ago
"150,000",,"Preaek Kampues, Dangkao, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153969,4781307,2 years ago,2 months ago
"295,000",,"Krang Thnong, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153968,4781266,2 years ago,2 months ago
"75,000",,"Otdam Soriya, Tram Kak, Takeo",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153961,4781184,2 years ago,2 months ago
"295,000",,"Krang Thnong, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153670,4758884,2 years ago,2 months ago
"48,000",,"Ponhea Lueu, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153665,4758686,2 years ago,2 months ago
"15,000",,"Prek Pnov, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153565,4746266,2 years ago,2 months ago
"235,999",,"Russey Keo, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153442,4735911,2 years ago,2 months ago
"33,000",,"Kep, Kep",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153304,4731057,2 years ago,2 months ago
"19,000",,"Chreav, Siem Reap, Siem Reap",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153248,4728856,2 years ago,2 months ago
"309,000",,"Chreav, Siem Reap, Siem Reap",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153247,4728816,2 years ago,2 months ago
"250,000",,"Prey Veaeng, Dangkao, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153242,4728770,2 years ago,2 months ago
"95,000",,"Poipet, Banteay Meanchey",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153240,4728617,2 years ago,2 months ago
"180,000",,"Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",153239,4728594,2 years ago,2 months ago
"302,400",,"Chreav, Siem Reap, Siem Reap",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152848,4717067,2 years ago,2 months ago
"466,200",,"Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152775,4714836,2 years ago,2 months ago
"350,000",,"Khmuonh, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152774,4714832,2 years ago,2 months ago
"299,000",,"Tuek Thla, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152676,4711568,2 years ago,2 months ago
"160,000",,"Boeung Tumpun, Meanchey, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152672,4711513,2 years ago,2 months ago
"300,000",,"Kamboul, Por Sen Chey, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152565,4707749,2 years ago,2 months ago
"50,000",,"Kouk Roka, Prek Pnov, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152468,4697597,2 years ago,2 months ago
"48,000",,"Ponhea Lueu, Kandal",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152466,4697541,2 years ago,2 months ago
"36,000",,"Phleung Chheh Roteh, Por Sen Chey, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152384,4692504,2 years ago,2 months ago
"22,000",,"Snay Anhchet, Chum Kiri, Kampot",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152382,4692489,2 years ago,2 months ago
"152,000",,"Krang Thnong, Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152319,4688281,2 years ago,2 months ago
"85,000",,"Phleung Chheh Roteh, Por Sen Chey, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152315,4687918,2 years ago,2 months ago
"18,000",,"Prey Veaeng, Dangkao, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152314,4687819,2 years ago,2 months ago
"65,000",,"Sen Sok, Phnom Penh",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152142,4682583,2 years ago,2 months ago
"18,000",,"Kracheh, Kratie",Land/Development,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",152136,4674994,2 years ago,2 months ago
"1,519,200","1,200","Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,229085,SRL563,1 day ago,1 day ago
"120,000",222,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,228981,SRL562,4 days ago,2 days ago
"243,270",270," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,228759,DL369,1 week ago,1 week ago
"1,232,000","2,200"," Boeung Kak 2, Toul Kork, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",228719,16513,1 week ago
"1,519,200","1,200"," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,228717,DL882,1 week ago,1 week ago
"509,250",350," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,228631,DL630,1 week ago,1 week ago
"22,500","1,500"," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,228625,DL879,1 week ago,1 week ago
"343,200",200," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,228578,DL873,1 week ago,1 week ago
350,None," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,228577,DL872,1 week ago,1 week ago
"55,000",,"Bakong, Prasat Bakong, Siem Reap",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",228490,REAKH-154,2 weeks ago
"2,500,000",," Veal Sbov, Chbar Ampov, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/five-key-realty-fivekeyrealty-2-6960/"">Five Key Realty</a>",228485,2 weeks ago,2 weeks ago
300,None," Preaek Ampil, Khsach Kandal, Kandal",Land/Development,Hard Title,"<a href=""/offices/five-key-realty-fivekeyrealty-2-6960/"">Five Key Realty</a>",228484,2 weeks ago,2 weeks ago
250,None," Kbal Kaoh, Chbar Ampov, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/five-key-realty-fivekeyrealty-2-6960/"">Five Key Realty</a>",228483,2 weeks ago,2 weeks ago
"1,241,328",48," Vihear Suork, Khsach Kandal, Kandal",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",228326,GP-46851,2 weeks ago
12,None," Tang Krang, Batheay, Kampong Cham",Land/Development,Soft Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",228226,CBR0009,2 weeks ago
"903,000",700," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,228187,DL867,2 weeks ago,2 weeks ago
"304,525",65," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,228131,DL866,2 weeks ago,2 weeks ago
"30,000",150,"Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,227979,SRL558,3 weeks ago,2 weeks ago
"115,000",," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,227791,DL860,3 weeks ago,2 weeks ago
500,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,227788,DL857,3 weeks ago,2 weeks ago
"2,800,000",258," Koh Dach, Chroy Changvar, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/vanguard-vanguardagency-7235/"">vanguard</a>",227764,IL-L-098,3 weeks ago
"320,000",,"Siem Reap, Siem Reap, Siem Reap",Land,Hard Title,"<a href=""/offices/buratino-buratino-buratino-7255/"">BURATINO</a>",227748,362,3 weeks ago
"450,000",693," Khmuonh, Sen Sok, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",227642,GP-46687,4 weeks ago
"12,000,000",120,"National road number 3 3, Anlong Romiet, Kandal Stueng, Kandal",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",227354,16909,4 weeks ago
"5,252,000",188," Preaek Anhchanh, Mukh Kampul, Kandal",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",227163,GP-46654,1 month ago
"1,999,999","3,500"," Tuek L'ak 2, Toul Kork, Phnom Penh",Land,Hard Title,227147,1 month ago,4 weeks ago,"<a href=""/offices/century-21-regent-realty-21regent-2-5658/"">CENTURY 21 REGENT REALTY</a>"
"3,000,000",278," Preaek Lieb, Chroy Changvar, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/glory-realty-glorycam-2-6372/"">GLORY Realty</a>",226992,GP-46645,1 month ago
"199,350",450," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,226981,DL856,1 month ago,2 weeks ago
