,Hotel,Price,Location,Url
0,Sarai Resort & Spa,"359,642",Siem Reap | 1.3 km from centre,https://www.booking.com/hotel/kh/sarai-resort-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=121&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=126893101_356207192_2_41_0&highlighted_blocks=126893101_356207192_2_41_0&matching_block_id=126893101_356207192_2_41_0&sr_pri_blocks=126893101_356207192_2_41_0__8874&tpi_r=2&from_sustainable_property_sr=1
1,Reaksmey Chanreas Hotel,"82,636",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/reaksmey-chanreas.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=122&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=43768908_0_2_0_0&highlighted_blocks=43768908_0_2_0_0&matching_block_id=43768908_0_2_0_0&sr_pri_blocks=43768908_0_2_0_0__2039&tpi_r=1
2,The Palmery,"120,570",Siem Reap | 2.4 km from centre,https://www.booking.com/hotel/kh/the-palmery.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=123&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=900048302_360689878_2_42_0&highlighted_blocks=900048302_360689878_2_42_0&matching_block_id=900048302_360689878_2_42_0&sr_pri_blocks=900048302_360689878_2_42_0__2975&tpi_r=2&from_sustainable_property_sr=1
3,Lotus Blanc Hotel,"262,619","National Road 6, Siem Reap | 2 km from centre",https://www.booking.com/hotel/kh/lotus-blanc.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=124&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=221260507_253504217_2_1_0&highlighted_blocks=221260507_253504217_2_1_0&matching_block_id=221260507_253504217_2_1_0&sr_pri_blocks=221260507_253504217_2_1_0__6480&tpi_r=2&from_sustainable_property_sr=1
4,My Dream Holiday Home Chres Village,"110,235",Siem Reap | 9.5 km from centre,https://www.booking.com/hotel/kh/my-dream-holiday-home-chres-village.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=125&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=882397902_357540515_2_42_0&highlighted_blocks=882397902_357540515_2_42_0&matching_block_id=882397902_357540515_2_42_0&sr_pri_blocks=882397902_357540515_2_42_0__2720&tpi_r=2&from_sustainable_property_sr=1
5,Green Amazon Residence Hotel,"128,027",Siem Reap | 2.1 km from centre,https://www.booking.com/hotel/kh/green-amazon-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=126&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=275894616_367744754_0_42_0&highlighted_blocks=275894616_367744754_0_42_0&matching_block_id=275894616_367744754_0_42_0&sr_pri_blocks=275894616_367744754_0_42_0__3159&tpi_r=2&from_sustainable_property_sr=1
6,Seven Candles Guesthouse,"93,213","Wat Bo Area, Siem Reap | 450 m from centre",https://www.booking.com/hotel/kh/seven-candles-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=127&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=344293201_117079753_2_2_0&highlighted_blocks=344293201_117079753_2_2_0&matching_block_id=344293201_117079753_2_2_0&sr_pri_blocks=344293201_117079753_2_2_0__2300&tpi_r=2
7,Mane Colonial Classic,"447,425","Charles de Gaulle, Siem Reap | 1.8 km from centre",https://www.booking.com/hotel/kh/mane-colonial-classic-siem-reap-city.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=128&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=433259902_242988417_2_42_0&highlighted_blocks=433259902_242988417_2_42_0&matching_block_id=433259902_242988417_2_42_0&sr_pri_blocks=433259902_242988417_2_42_0__11040&tpi_r=2&from_sustainable_property_sr=1
8,Angkor Piseth Homestay,"102,130","Charles de Gaulle, Siem Reap | 2.4 km from centre",https://www.booking.com/hotel/kh/piseth-angkor-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=129&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=844707101_351405659_2_42_0&highlighted_blocks=844707101_351405659_2_42_0&matching_block_id=844707101_351405659_2_42_0&sr_pri_blocks=844707101_351405659_2_42_0__2520&tpi_r=2&from_sustainable_property_sr=1
9,La Residence Blanc D'Angkor,"361,709","National Road 6, Siem Reap | 2.3 km from centre",https://www.booking.com/hotel/kh/la-residence-blanc-d-39-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=130&sr_order=popularity&srpvid=c370762f44b60255&srepoch=1680022112&all_sr_blocks=116832808_233604620_2_41_0&highlighted_blocks=116832808_233604620_2_41_0&matching_block_id=116832808_233604620_2_41_0&sr_pri_blocks=116832808_233604620_2_41_0__8925&tpi_r=2
