,Hotel,Price,Location,Url
0,Sok Hotel And Coffee,"136,781","Taphul Village Area, Siem Reap | 450 m from centre",https://www.booking.com/hotel/kh/sok-and-coffee.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=241&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=920280702_368016273_2_0_0&highlighted_blocks=920280702_368016273_2_0_0&matching_block_id=920280702_368016273_2_0_0&sr_pri_blocks=920280702_368016273_2_0_0__3375&tpi_r=2&from_sustainable_property_sr=1
1,Thean y apartment,"202,638","Charles de Gaulle, Siem Reap | 0.9 km from centre",https://www.booking.com/hotel/kh/thean-y-apartment.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=242&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=942386301_367139125_2_0_0&highlighted_blocks=942386301_367139125_2_0_0&matching_block_id=942386301_367139125_2_0_0&sr_pri_blocks=942386301_367139125_2_0_0__5000&tpi_r=2
2,Luxury Siem Reap Private Pool Villa by La San,"1,337,411",Siem Reap | 350 m from centre,https://www.booking.com/hotel/kh/luxury-siem-reap-private-pool-villa-by-la-san.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=243&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=864984301_354641815_2_0_0&highlighted_blocks=864984301_354641815_2_0_0&matching_block_id=864984301_354641815_2_0_0&sr_pri_blocks=864984301_354641815_2_0_0__33000&tpi_r=2
3,Realkhom Villa,"47,417",Siem Reap | 3.2 km from centre,https://www.booking.com/hotel/kh/realkhom-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=244&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=886814401_358309042_2_42_0&highlighted_blocks=886814401_358309042_2_42_0&matching_block_id=886814401_358309042_2_42_0&sr_pri_blocks=886814401_358309042_2_42_0__1170&tpi_r=2
4,Enjoy boutique,"370,949",Siem Reap | 3.7 km from centre,https://www.booking.com/hotel/kh/enjoy-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=245&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=918990601_363501765_2_1_0&highlighted_blocks=918990601_363501765_2_1_0&matching_block_id=918990601_363501765_2_1_0&sr_pri_blocks=918990601_363501765_2_1_0__9153&tpi_r=2
5,Angkor Rendezvous (Pool Villa),"717,298",Siem Reap | 2.8 km from centre,https://www.booking.com/hotel/kh/angkorrendezvousvilla.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=246&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=206048407_97313171_0_2_0&highlighted_blocks=206048407_97313171_0_2_0&matching_block_id=206048407_97313171_0_2_0&sr_pri_blocks=206048407_97313171_0_2_0__17699&tpi_r=2
6,Siem Reap Riverside Hotel,"76,921",Siem Reap | 1.4 km from centre,https://www.booking.com/hotel/kh/siem-reap-riverside.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=247&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__1898&tpi_r=1
7,Somadevi Angkor Premium,"265,010","Old French Quarter, Siem Reap | 100 m from centre",https://www.booking.com/hotel/kh/indradevi-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=248&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__6539&tpi_r=1
8,Won Residence & Spa,"271,697",Siem Reap | 1 km from centre,https://www.booking.com/hotel/kh/won-residence-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=249&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=287880603_350998426_0_42_0&highlighted_blocks=287880603_350998426_0_42_0&matching_block_id=287880603_350998426_0_42_0&sr_pri_blocks=287880603_350998426_0_42_0__6704&tpi_r=2&from_sustainable_property_sr=1
9,Mekong Angkor Palace Hotel,"124,055","Taphul Village Area, Siem Reap | 300 m from centre",https://www.booking.com/hotel/kh/mekong-angkor-palace.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=250&sr_order=popularity&srpvid=42cc76ec557a09c2&srepoch=1680022490&all_sr_blocks=23928921_0_2_1_0&highlighted_blocks=23928921_0_2_1_0&matching_block_id=23928921_0_2_1_0&sr_pri_blocks=23928921_0_2_1_0__3061&tpi_r=1
