,Hotel,Price,Location,Url
0,Popular Residence Hotel,"222,902",Siem Reap | 2.4 km from centre,https://www.booking.com/hotel/kh/season-d-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=61&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=117886801_261906613_0_42_0&highlighted_blocks=117886801_261906613_0_42_0&matching_block_id=117886801_261906613_0_42_0&sr_pri_blocks=117886801_261906613_0_42_0__5500&tpi_r=2
1,Lucky Courtyard Boutique Pool Villa,"151,979",Siem Reap | 2.8 km from centre,https://www.booking.com/hotel/kh/lucky-courtyard-boutique-pool-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=62&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=864899705_366530680_2_41_0&highlighted_blocks=864899705_366530680_2_41_0&matching_block_id=864899705_366530680_2_41_0&sr_pri_blocks=864899705_366530680_2_41_0__3750&tpi_r=2&from_sustainable_property_sr=1
2,Le cocorico,"66,871",Siem Reap | 2.3 km from centre,https://www.booking.com/hotel/kh/le-cocorico-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=63&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=917178601_363244605_0_1_0&highlighted_blocks=917178601_363244605_0_1_0&matching_block_id=917178601_363244605_0_1_0&sr_pri_blocks=917178601_363244605_0_1_0__1650&tpi_r=2
3,Babel Siem Reap Guesthouse,"162,110","Wat Bo Area, Siem Reap | 0.6 km from centre",https://www.booking.com/hotel/kh/babel-siem-reap-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=64&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=36493003_190257510_0_42_0&highlighted_blocks=36493003_190257510_0_42_0&matching_block_id=36493003_190257510_0_42_0&sr_pri_blocks=36493003_190257510_0_42_0__4000&tpi_r=2&from_sustainable_property_sr=1
4,Soben Cafe Guesthouse & Restaurant,"39,393",Siem Reap | 400 m from centre,https://www.booking.com/hotel/kh/soben-cafe-guesthouse-amp-restaurant.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=65&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=950104401_367658463_2_0_0&highlighted_blocks=950104401_367658463_2_0_0&matching_block_id=950104401_367658463_2_0_0&sr_pri_blocks=950104401_367658463_2_0_0__972&tpi_r=2
5,Boravin House,"141,847",Siem Reap | 1.6 km from centre,https://www.booking.com/hotel/kh/boravin-house.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=66&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=330033705_120397456_2_0_0&highlighted_blocks=330033705_120397456_2_0_0&matching_block_id=330033705_120397456_2_0_0&sr_pri_blocks=330033705_120397456_2_0_0__3500&tpi_r=2
6,Hotel Vellita Siem reap,"481,468",Siem Reap | 2.4 km from centre,https://www.booking.com/hotel/kh/vellita.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=67&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=867225601_355197291_0_41_0&highlighted_blocks=867225601_355197291_0_41_0&matching_block_id=867225601_355197291_0_41_0&sr_pri_blocks=867225601_355197291_0_41_0__11880&tpi_r=2&from_sustainable_property_sr=1
7,Golden Temple Residence,"432,267",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/golden-temple-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=68&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=116841001_0_2_0_0&highlighted_blocks=116841001_0_2_0_0&matching_block_id=116841001_0_2_0_0&sr_pri_blocks=116841001_0_2_0_0__10666&tpi_r=1&from_sustainable_property_sr=1
8,Dontrei Villa Angkor,"151,979",Siem Reap | 5.4 km from centre,https://www.booking.com/hotel/kh/dontrei-villa-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=69&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=492032401_363493759_2_2_0&highlighted_blocks=492032401_363493759_2_2_0&matching_block_id=492032401_363493759_2_2_0&sr_pri_blocks=492032401_363493759_2_2_0__3750&tpi_r=2&from_sustainable_property_sr=1
9,The Aviary Hotel,"343,147","Old French Quarter, Siem Reap | 300 m from centre",https://www.booking.com/hotel/kh/the-aviary-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=70&sr_order=popularity&srpvid=50be762ce8db00c1&srepoch=1680022106&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__8467&tpi_r=1&from_sustainable_property_sr=1
