,Hotel,Price,Location,Url
0,La Residence Blanc D'Angkor,"157,085","National Road 6, Siem Reap | 2.3 km from centre",https://www.booking.com/hotel/kh/la-residence-blanc-d-39-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=121&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=116832809_214814746_2_41_0&highlighted_blocks=116832809_214814746_2_41_0&matching_block_id=116832809_214814746_2_41_0&sr_pri_blocks=116832809_214814746_2_41_0__3876
1,The Blanc Residence,"119,637","Sok San Road, Siem Reap | 1.1 km from centre",https://www.booking.com/hotel/kh/the-blanc-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=122&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=922966801_364040443_2_2_0&highlighted_blocks=922966801_364040443_2_2_0&matching_block_id=922966801_364040443_2_2_0&sr_pri_blocks=922966801_364040443_2_2_0__2952
2,Anjali by Syphon,"264,888",Siem Reap | 2.5 km from centre,https://www.booking.com/hotel/kh/anjali-by-syphon.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=123&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=254629240_266110910_2_42_0&highlighted_blocks=254629240_266110910_2_42_0&matching_block_id=254629240_266110910_2_42_0&sr_pri_blocks=254629240_266110910_2_42_0__6536&from_sustainable_property_sr=1
3,Hotel Somadevi Angkor Resort & Spa,"237,086","Old French Quarter, Siem Reap | 150 m from centre",https://www.booking.com/hotel/kh/somadevi-angkor-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=124&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=24489736_360537669_0_42_0&highlighted_blocks=24489736_360537669_0_42_0&matching_block_id=24489736_360537669_0_42_0&sr_pri_blocks=24489736_360537669_0_42_0__5850&from_sustainable_property_sr=1
4,Sonalong Boutique Village & Resort,"223,712","Wat Bo Area, Siem Reap | 1 km from centre",https://www.booking.com/hotel/kh/sonalong-boutiqe-village-resort.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=125&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=24019301_299019804_0_42_0&highlighted_blocks=24019301_299019804_0_42_0&matching_block_id=24019301_299019804_0_42_0&sr_pri_blocks=24019301_299019804_0_42_0__5520
5,Uncle Sam Villa,"93,700",Siem Reap | 400 m from centre,https://www.booking.com/hotel/kh/sopheak-mett-home-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=126&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=148380401_278242476_2_2_0&highlighted_blocks=148380401_278242476_2_2_0&matching_block_id=148380401_278242476_2_2_0&sr_pri_blocks=148380401_278242476_2_2_0__2312&from_sustainable_property_sr=1
6,Babel Siem Reap Guesthouse,"133,701","Wat Bo Area, Siem Reap | 0.6 km from centre",https://www.booking.com/hotel/kh/babel-siem-reap-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=127&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=36493002_190257510_0_42_0&highlighted_blocks=36493002_190257510_0_42_0&matching_block_id=36493002_190257510_0_42_0&sr_pri_blocks=36493002_190257510_0_42_0__3299&from_sustainable_property_sr=1
7,The Palmery,"78,016",Siem Reap | 2.4 km from centre,https://www.booking.com/hotel/kh/the-palmery.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=128&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=900048305_360689878_2_42_0&highlighted_blocks=900048305_360689878_2_42_0&matching_block_id=900048305_360689878_2_42_0&sr_pri_blocks=900048305_360689878_2_42_0__1925&from_sustainable_property_sr=1
8,JP Prana Hotel,"74,773",Siem Reap | 1.7 km from centre,https://www.booking.com/hotel/kh/na-ta-nha-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=129&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=85787134_299069076_2_42_0&highlighted_blocks=85787134_299069076_2_42_0&matching_block_id=85787134_299069076_2_42_0&sr_pri_blocks=85787134_299069076_2_42_0__1845
9,Side Walk Hotel,"88,634","Taphul Village Area, Siem Reap | 400 m from centre",https://www.booking.com/hotel/kh/sidewalk.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=130&sr_order=popularity&srpvid=7a4e76e462960393&srepoch=1680022475&all_sr_blocks=38984706_216228504_0_1_0&highlighted_blocks=38984706_216228504_0_1_0&matching_block_id=38984706_216228504_0_1_0&sr_pri_blocks=38984706_216228504_0_1_0__2187
