,Hotel,Price,Location,Url
0,Ta Thy Angkor Boutique II,"134,754",Siem Reap | 1.3 km from centre,https://www.booking.com/hotel/kh/thyda-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=181&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=304436906_361210388_0_1_0&highlighted_blocks=304436906_361210388_0_1_0&matching_block_id=304436906_361210388_0_1_0&sr_pri_blocks=304436906_361210388_0_1_0__3325&tpi_r=2
1,Long Night Siem Reap Hotel,"79,637",Siem Reap | 1.3 km from centre,https://www.booking.com/hotel/kh/long-night-siem-reap-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=182&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=842870805_0_2_0_0&highlighted_blocks=842870805_0_2_0_0&matching_block_id=842870805_0_2_0_0&sr_pri_blocks=842870805_0_2_0_0__1965&tpi_r=1&from_sustainable_property_sr=1
2,Cheata Residence,"79,029",Siem Reap | 4.5 km from centre,https://www.booking.com/hotel/kh/cheata-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=183&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=413971501_211536089_0_41_0&highlighted_blocks=413971501_211536089_0_41_0&matching_block_id=413971501_211536089_0_41_0&sr_pri_blocks=413971501_211536089_0_41_0__1950&tpi_r=2&from_sustainable_property_sr=1
3,Metta Residence & Spa,"514,498",Siem Reap | 2.4 km from centre,https://www.booking.com/hotel/kh/metta-residence-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=184&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=205330803_95005133_2_41_0&highlighted_blocks=205330803_95005133_2_41_0&matching_block_id=205330803_95005133_2_41_0&sr_pri_blocks=205330803_95005133_2_41_0__12695&tpi_r=2&from_sustainable_property_sr=1
4,Bong Thom Forest Lodge,"319,520",Siem Reap | 19.1 km from centre,https://www.booking.com/hotel/kh/bong-thom-forest-lodge.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=185&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=399633205_263207186_2_41_0&highlighted_blocks=399633205_263207186_2_41_0&matching_block_id=399633205_263207186_2_41_0&sr_pri_blocks=399633205_263207186_2_41_0__7884&tpi_r=2
5,Angkor Miracle Resort & Spa,"1,523,838","National Road 6, Siem Reap | 3.5 km from centre",https://www.booking.com/hotel/kh/angkor-miracle-resort-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=186&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=25240261_265624842_2_41_0&highlighted_blocks=25240261_265624842_2_41_0&matching_block_id=25240261_265624842_2_41_0&sr_pri_blocks=25240261_265624842_2_41_0__37600&tpi_r=2&from_sustainable_property_sr=1
6,Tanei Angkor Resort and Spa,"382,986",Siem Reap | 2.1 km from centre,https://www.booking.com/hotel/kh/tanei-resort-and-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=187&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=162031810_352783812_2_42_0&highlighted_blocks=162031810_352783812_2_42_0&matching_block_id=162031810_352783812_2_42_0&sr_pri_blocks=162031810_352783812_2_42_0__9450&tpi_r=2&from_sustainable_property_sr=1
7,William's Houses,"101,319",Siem Reap | 2.1 km from centre,https://www.booking.com/hotel/kh/william-houses.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=188&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=617599403_354085349_0_2_0&highlighted_blocks=617599403_354085349_0_2_0&matching_block_id=617599403_354085349_0_2_0&sr_pri_blocks=617599403_354085349_0_2_0__2500&tpi_r=2&from_sustainable_property_sr=1
8,Angkor Pearl Hotel,"94,348","Taphul Village Area, Siem Reap | 400 m from centre",https://www.booking.com/hotel/kh/angkor-pearl.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=189&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=25924301_0_2_0_0&highlighted_blocks=25924301_0_2_0_0&matching_block_id=25924301_0_2_0_0&sr_pri_blocks=25924301_0_2_0_0__2328&tpi_r=1
9,Regency Angkor Hotel,"218,849","Charles de Gaulle, Siem Reap | 1.6 km from centre",https://www.booking.com/hotel/kh/regency-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=190&sr_order=popularity&srpvid=08dc7633a3030116&srepoch=1680022121&all_sr_blocks=77605203_277898508_0_41_0&highlighted_blocks=77605203_277898508_0_41_0&matching_block_id=77605203_277898508_0_41_0&sr_pri_blocks=77605203_277898508_0_41_0__5400&tpi_r=2
