,Hotel,Price,Location,Url
0,Golden Temple Retreat,"450,626",Siem Reap | 1.2 km from centre,https://www.booking.com/hotel/kh/golden-temple-retreat.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=361&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=209122413_95734726_0_2_0&highlighted_blocks=209122413_95734726_0_2_0&matching_block_id=209122413_95734726_0_2_0&sr_pri_blocks=209122413_95734726_0_2_0__11119&tpi_r=2&from_sustainable_property_sr=1
1,The Unique Angkor Villa,"149,142",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/the-villa-braksovann.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=362&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=48044503_269942439_0_42_0&highlighted_blocks=48044503_269942439_0_42_0&matching_block_id=48044503_269942439_0_42_0&sr_pri_blocks=48044503_269942439_0_42_0__3680&tpi_r=2
2,Aborest Tropical Hostel,"181,199",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/aborest-tropical-hostel-krong-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=363&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=680094101_277276040_2_0_0&highlighted_blocks=680094101_277276040_2_0_0&matching_block_id=680094101_277276040_2_0_0&sr_pri_blocks=680094101_277276040_2_0_0__4471&tpi_r=2&from_sustainable_property_sr=1
3,Mane Boutique Hotel & Spa,"285,314",Siem Reap | 1.4 km from centre,https://www.booking.com/hotel/kh/mane-boutique-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=364&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=120073002_328120518_2_0_0&highlighted_blocks=120073002_328120518_2_0_0&matching_block_id=120073002_328120518_2_0_0&sr_pri_blocks=120073002_328120518_2_0_0__7040&tpi_r=2&from_sustainable_property_sr=1
4,ANGKOR DINO HOME,"95,767",Siem Reap | 1.8 km from centre,https://www.booking.com/hotel/kh/angkor-dino-home.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=365&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=585256702_228999715_2_0_0&highlighted_blocks=585256702_228999715_2_0_0&matching_block_id=585256702_228999715_2_0_0&sr_pri_blocks=585256702_228999715_2_0_0__2363&tpi_r=2
5,Amazing Palm Resort,"145,899",Siem Reap | 2.7 km from centre,https://www.booking.com/hotel/kh/amazing-palm-resort-9r8m-m43-icf-rd-krong-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=366&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=973577303_369750366_2_1_0&highlighted_blocks=973577303_369750366_2_1_0&matching_block_id=973577303_369750366_2_1_0&sr_pri_blocks=973577303_369750366_2_1_0__3600&tpi_r=2&from_sustainable_property_sr=1
6,Lavender Angkor Boutique,"155,018","Taphul Village Area, Siem Reap | 250 m from centre",https://www.booking.com/hotel/kh/lavender-angkor-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=367&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=292144201_365959892_0_0_0&highlighted_blocks=292144201_365959892_0_0_0&matching_block_id=292144201_365959892_0_0_0&sr_pri_blocks=292144201_365959892_0_0_0__3825&tpi_r=2&from_sustainable_property_sr=1
7,Won Residence & Spa,"286,003",Siem Reap | 1 km from centre,https://www.booking.com/hotel/kh/won-residence-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=368&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=287880603_350998426_0_42_0&highlighted_blocks=287880603_350998426_0_42_0&matching_block_id=287880603_350998426_0_42_0&sr_pri_blocks=287880603_350998426_0_42_0__7057&tpi_r=2&from_sustainable_property_sr=1
8,La Villa du Bonheur,"94,065",Siem Reap | 1.1 km from centre,https://www.booking.com/hotel/kh/la-villa-du-bonheur.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=369&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=119951110_263831701_0_42_0&highlighted_blocks=119951110_263831701_0_42_0&matching_block_id=119951110_263831701_0_42_0&sr_pri_blocks=119951110_263831701_0_42_0__2321&tpi_r=2&from_sustainable_property_sr=1
9,Sokha Siem Reap Resort & Convention Center,"337,271",Siem Reap | 2.8 km from centre,https://www.booking.com/hotel/kh/sokha-siem-reap-resort-convention-center.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=370&sr_order=popularity&srpvid=c6af76f349ff009f&srepoch=1680022503&all_sr_blocks=177378501_0_2_1_0&highlighted_blocks=177378501_0_2_1_0&matching_block_id=177378501_0_2_1_0&sr_pri_blocks=177378501_0_2_1_0__8322&tpi_r=1&from_sustainable_property_sr=1
