,Hotel,Price,Location,Url
0,Secret Garden Homestay,"76,597",Siem Reap | 1.4 km from centre,https://www.booking.com/hotel/kh/secret-garden-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=31&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=900039202_360689608_2_0_0&highlighted_blocks=900039202_360689608_2_0_0&matching_block_id=900039202_360689608_2_0_0&sr_pri_blocks=900039202_360689608_2_0_0__1890&tpi_r=2
1,Mom's Guesthouse,"86,121","Wat Bo Area, Siem Reap | 0.5 km from centre",https://www.booking.com/hotel/kh/mom-s-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=32&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=27001604_272300698_0_40_0&highlighted_blocks=27001604_272300698_0_40_0&matching_block_id=27001604_272300698_0_40_0&sr_pri_blocks=27001604_272300698_0_40_0__2125&tpi_r=2
2,city inn hotel,"48,633",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/city-in-budget-krong-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=33&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=905864407_362900147_0_42_0&highlighted_blocks=905864407_362900147_0_42_0&matching_block_id=905864407_362900147_0_42_0&sr_pri_blocks=905864407_362900147_0_42_0__1200&tpi_r=2&from_sustainable_property_sr=1
3,Dontrei Villa Angkor,"151,979",Siem Reap | 5.4 km from centre,https://www.booking.com/hotel/kh/dontrei-villa-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=34&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=492032401_363493759_2_2_0&highlighted_blocks=492032401_363493759_2_2_0&matching_block_id=492032401_363493759_2_2_0&sr_pri_blocks=492032401_363493759_2_2_0__3750&tpi_r=2&from_sustainable_property_sr=1
4,Memoire Siem Reap Hotel,"142,779","National Road 6, Siem Reap | 1 km from centre",https://www.booking.com/hotel/kh/memoire-siem-reap-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=35&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=27136313_0_2_1_0&highlighted_blocks=27136313_0_2_1_0&matching_block_id=27136313_0_2_1_0&sr_pri_blocks=27136313_0_2_1_0__3523&tpi_r=1&from_sustainable_property_sr=1
5,Ring Boutique Hotel,"129,688",Siem Reap | 1.3 km from centre,https://www.booking.com/hotel/kh/ring-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=36&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=183972109_234445429_2_2_0&highlighted_blocks=183972109_234445429_2_2_0&matching_block_id=183972109_234445429_2_2_0&sr_pri_blocks=183972109_234445429_2_2_0__3200&tpi_r=2&from_sustainable_property_sr=1
6,Eightfold Urban Resort,"648,442",Siem Reap | 2 km from centre,https://www.booking.com/hotel/kh/eightfold-urban-resort.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=37&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=921141104_363830557_2_2_0&highlighted_blocks=921141104_363830557_2_2_0&matching_block_id=921141104_363830557_2_2_0&sr_pri_blocks=921141104_363830557_2_2_0__16000&tpi_r=2&from_sustainable_property_sr=1
7,Le Water Villa,"157,044","Old French Quarter, Siem Reap | 300 m from centre",https://www.booking.com/hotel/kh/kandal-village-inn.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=38&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=207289005_0_2_0_0&highlighted_blocks=207289005_0_2_0_0&matching_block_id=207289005_0_2_0_0&sr_pri_blocks=207289005_0_2_0_0__3875&tpi_r=1&from_sustainable_property_sr=1
8,Indra Porak Residence Hotel,"85,675",Siem Reap | 2 km from centre,https://www.booking.com/hotel/kh/indra-porak-residence-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=39&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=155609309_0_2_0_0&highlighted_blocks=155609309_0_2_0_0&matching_block_id=155609309_0_2_0_0&sr_pri_blocks=155609309_0_2_0_0__2114&tpi_r=1&from_sustainable_property_sr=1
9,The Aviary Hotel,"343,147","Old French Quarter, Siem Reap | 300 m from centre",https://www.booking.com/hotel/kh/the-aviary-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=40&sr_order=popularity&srpvid=238e762aa76e025b&srepoch=1680022103&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__8467&tpi_r=1&from_sustainable_property_sr=1
