,Hotel,Price,Location,Url
0,Long Night Siem Reap Hotel,"45,067",Siem Reap | 1.3 km from centre,https://www.booking.com/hotel/kh/long-night-siem-reap-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=151&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=842870810_351045227_2_42_0&highlighted_blocks=842870810_351045227_2_42_0&matching_block_id=842870810_351045227_2_42_0&sr_pri_blocks=842870810_351045227_2_42_0__1112&tpi_r=2&from_sustainable_property_sr=1
1,Metta Residence & Spa,"261,363",Siem Reap | 2.4 km from centre,https://www.booking.com/hotel/kh/metta-residence-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=152&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=205330803_0_2_1_0&highlighted_blocks=205330803_0_2_1_0&matching_block_id=205330803_0_2_1_0&sr_pri_blocks=205330803_0_2_1_0__6449&tpi_r=1&from_sustainable_property_sr=1
2,Phan NaTa Apartment,"72,950",Siem Reap | 3 km from centre,https://www.booking.com/hotel/kh/phan-nata-apartment.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=153&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=666895902_342088130_2_0_0&highlighted_blocks=666895902_342088130_2_0_0&matching_block_id=666895902_342088130_2_0_0&sr_pri_blocks=666895902_342088130_2_0_0__1800&tpi_r=2&from_sustainable_property_sr=1
3,Beyond Yangon Inn,"121,583",Siem Reap | 1.1 km from centre,https://www.booking.com/hotel/kh/beyond-yangon-boutique-inn.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=154&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=160993202_112655703_0_2_0&highlighted_blocks=160993202_112655703_0_2_0&matching_block_id=160993202_112655703_0_2_0&sr_pri_blocks=160993202_112655703_0_2_0__3000&tpi_r=2
4,Residence Wat Damnak,"151,573",Siem Reap | 1 km from centre,https://www.booking.com/hotel/kh/golden-banana-superior.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=155&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=47245716_215075227_0_41_0&highlighted_blocks=47245716_215075227_0_41_0&matching_block_id=47245716_215075227_0_41_0&sr_pri_blocks=47245716_215075227_0_41_0__3740&tpi_r=2&from_sustainable_property_sr=1
5,Memoire Palace Resort & Spa,"521,509",Siem Reap | 2.3 km from centre,https://www.booking.com/hotel/kh/memoire-palace-resort-amp-spa-svay-dangkum-commune-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=156&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=286261907_133716334_2_41_0&highlighted_blocks=286261907_133716334_2_41_0&matching_block_id=286261907_133716334_2_41_0&sr_pri_blocks=286261907_133716334_2_41_0__12868&tpi_r=2&from_sustainable_property_sr=1
6,La Residence Blanc D'Angkor,"157,085","National Road 6, Siem Reap | 2.3 km from centre",https://www.booking.com/hotel/kh/la-residence-blanc-d-39-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=157&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=116832809_214814746_2_41_0&highlighted_blocks=116832809_214814746_2_41_0&matching_block_id=116832809_214814746_2_41_0&sr_pri_blocks=116832809_214814746_2_41_0__3876&tpi_r=2
7,The Blanc Residence,"119,637","Sok San Road, Siem Reap | 1.1 km from centre",https://www.booking.com/hotel/kh/the-blanc-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=158&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=922966801_364040443_2_2_0&highlighted_blocks=922966801_364040443_2_2_0&matching_block_id=922966801_364040443_2_2_0&sr_pri_blocks=922966801_364040443_2_2_0__2952&tpi_r=2
8,Anjali by Syphon,"264,888",Siem Reap | 2.5 km from centre,https://www.booking.com/hotel/kh/anjali-by-syphon.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=159&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=254629240_266110910_2_42_0&highlighted_blocks=254629240_266110910_2_42_0&matching_block_id=254629240_266110910_2_42_0&sr_pri_blocks=254629240_266110910_2_42_0__6536&tpi_r=2&from_sustainable_property_sr=1
9,Hotel Somadevi Angkor Resort & Spa,"237,086","Old French Quarter, Siem Reap | 150 m from centre",https://www.booking.com/hotel/kh/somadevi-angkor-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=160&sr_order=popularity&srpvid=4b0e76e6e797022d&srepoch=1680022479&all_sr_blocks=24489736_360537669_0_42_0&highlighted_blocks=24489736_360537669_0_42_0&matching_block_id=24489736_360537669_0_42_0&sr_pri_blocks=24489736_360537669_0_42_0__5850&tpi_r=2&from_sustainable_property_sr=1
