,Hotel,Price,Location,Url
0,Prince d'Angkor Hotel & Spa,"346,511","Old French Quarter, Siem Reap | 150 m from centre",https://www.booking.com/hotel/kh/prince-d-angkor-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=23760810_279475966_0_1_0&highlighted_blocks=23760810_279475966_0_1_0&matching_block_id=23760810_279475966_0_1_0&sr_pri_blocks=23760810_279475966_0_1_0__8550&tpi_r=2
1,Chamraoen’s Home,"64,844",Siem Reap | 1.1 km from centre,https://www.booking.com/hotel/kh/chamraoens-home.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=260091903_114878507_2_0_0&highlighted_blocks=260091903_114878507_2_0_0&matching_block_id=260091903_114878507_2_0_0&sr_pri_blocks=260091903_114878507_2_0_0__1600&tpi_r=2
2,Smart Angkor Boutique,"65,655",Siem Reap | 1 km from centre,https://www.booking.com/hotel/kh/smart-angkor-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=665505411_272805537_2_2_0&highlighted_blocks=665505411_272805537_2_2_0&matching_block_id=665505411_272805537_2_2_0&sr_pri_blocks=665505411_272805537_2_2_0__1620&tpi_r=2
3,DEN HOTEL TOTONOU SIEM REAP,"81,055","Taphul Village Area, Siem Reap | 500 m from centre",https://www.booking.com/hotel/kh/den-totonou-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=897757106_360435435_2_0_0&highlighted_blocks=897757106_360435435_2_0_0&matching_block_id=897757106_360435435_2_0_0&sr_pri_blocks=897757106_360435435_2_0_0__2000&tpi_r=2&from_sustainable_property_sr=1
4,Ravoeun Angkor Boutique,"91,187",Siem Reap | 1.7 km from centre,https://www.booking.com/hotel/kh/ravoeun-angkor-boutique-krong-siem-reap12.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=777735104_336111563_2_0_0&highlighted_blocks=777735104_336111563_2_0_0&matching_block_id=777735104_336111563_2_0_0&sr_pri_blocks=777735104_336111563_2_0_0__2250&tpi_r=2
5,The Siem Reap Chilled Backpacker,"52,524","Wat Bo Area, Siem Reap | 0.6 km from centre",https://www.booking.com/hotel/kh/motherhome-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=26764016_265067731_0_42_0&highlighted_blocks=26764016_265067731_0_42_0&matching_block_id=26764016_265067731_0_42_0&sr_pri_blocks=26764016_265067731_0_42_0__1296&tpi_r=2&from_sustainable_property_sr=1
6,Sihariddh Angkor Villa,"58,724",Siem Reap | 2.3 km from centre,https://www.booking.com/hotel/kh/sihariddh-angkor-villa-siem-reap-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=366632811_121635899_0_34_0&highlighted_blocks=366632811_121635899_0_34_0&matching_block_id=366632811_121635899_0_34_0&sr_pri_blocks=366632811_121635899_0_34_0__1449&tpi_r=2
7,Panhanita Apartment and Villa,"76,597",Siem Reap | 2 km from centre,https://www.booking.com/hotel/kh/anitaapartments.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=409662802_183110414_2_0_0&highlighted_blocks=409662802_183110414_2_0_0&matching_block_id=409662802_183110414_2_0_0&sr_pri_blocks=409662802_183110414_2_0_0__1890&tpi_r=2&from_sustainable_property_sr=1
8,IKI IKI Guesthouse,"83,892",Siem Reap | 0.7 km from centre,https://www.booking.com/hotel/kh/iki-iki-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=86781003_269390199_0_1_0&highlighted_blocks=86781003_269390199_0_1_0&matching_block_id=86781003_269390199_0_1_0&sr_pri_blocks=86781003_269390199_0_1_0__2070&tpi_r=2
9,King Boutique Hotel,"81,055",Siem Reap | 0.6 km from centre,https://www.booking.com/hotel/kh/the-king-angkor-villa-and-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=07c57629992c00de&srepoch=1680022100&all_sr_blocks=27390504_258023375_0_0_0&highlighted_blocks=27390504_258023375_0_0_0&matching_block_id=27390504_258023375_0_0_0&sr_pri_blocks=27390504_258023375_0_0_0__2000&tpi_r=2
