,Hotel,Price,Location,Url
0,Angkor Aurora,"181,888","Wat Bo Area, Siem Reap | 0.9 km from centre",https://www.booking.com/hotel/kh/angkor-aurora.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=91&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=588128901_231145656_0_0_0&highlighted_blocks=588128901_231145656_0_0_0&matching_block_id=588128901_231145656_0_0_0&sr_pri_blocks=588128901_231145656_0_0_0__4488&tpi_r=2&from_sustainable_property_sr=1
1,EQUiNOX D' ANGKOR,"91,187",Siem Reap | 1.6 km from centre,https://www.booking.com/hotel/kh/green-leaf-boutique-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=92&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=128518019_368468272_0_42_0&highlighted_blocks=128518019_368468272_0_42_0&matching_block_id=128518019_368468272_0_42_0&sr_pri_blocks=128518019_368468272_0_42_0__2250&tpi_r=2&from_sustainable_property_sr=1
2,Mane Village Suites,"350,158",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/mane-village-suites.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=93&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=257515201_325678073_2_0_0&highlighted_blocks=257515201_325678073_2_0_0&matching_block_id=257515201_325678073_2_0_0&sr_pri_blocks=257515201_325678073_2_0_0__8640&tpi_r=2
3,Residence Indochine D'angkor,"146,143",Siem Reap | 2 km from centre,https://www.booking.com/hotel/kh/boutique-indochine.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=94&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=69752910_0_2_1_0&highlighted_blocks=69752910_0_2_1_0&matching_block_id=69752910_0_2_1_0&sr_pri_blocks=69752910_0_2_1_0__3606&tpi_r=1&from_sustainable_property_sr=1
4,FCC Angkor by Avani,"889,095","Old French Quarter, Siem Reap | 250 m from centre",https://www.booking.com/hotel/kh/fcc-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=95&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=25625201_362306598_0_1_0&highlighted_blocks=25625201_362306598_0_1_0&matching_block_id=25625201_362306598_0_1_0&sr_pri_blocks=25625201_362306598_0_1_0__21938&tpi_r=2&from_sustainable_property_sr=1
5,Lotus Blanc Hotel,"291,799","National Road 6, Siem Reap | 2 km from centre",https://www.booking.com/hotel/kh/lotus-blanc.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=96&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=221260507_253504217_2_1_0&highlighted_blocks=221260507_253504217_2_1_0&matching_block_id=221260507_253504217_2_1_0&sr_pri_blocks=221260507_253504217_2_1_0__7200&tpi_r=2&from_sustainable_property_sr=1
6,Angkor Udom Guesthouse,"89,161",Siem Reap | 1 km from centre,https://www.booking.com/hotel/kh/angkor-sight.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=97&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=225677901_206351737_0_0_0&highlighted_blocks=225677901_206351737_0_0_0&matching_block_id=225677901_206351737_0_0_0&sr_pri_blocks=225677901_206351737_0_0_0__2200&tpi_r=2
7,King Rock Residence,"186,103",Siem Reap | 1.1 km from centre,https://www.booking.com/hotel/kh/king-rock-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=98&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=250361801_0_2_1_0&highlighted_blocks=250361801_0_2_1_0&matching_block_id=250361801_0_2_1_0&sr_pri_blocks=250361801_0_2_1_0__4592&tpi_r=1&from_sustainable_property_sr=1
8,Elite d'Angkor Residence,"105,412","National Road 6, Siem Reap | 1.1 km from centre",https://www.booking.com/hotel/kh/marlen-dangkor-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=99&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=154157402_335443837_0_0_0&highlighted_blocks=154157402_335443837_0_0_0&matching_block_id=154157402_335443837_0_0_0&sr_pri_blocks=154157402_335443837_0_0_0__2601&tpi_r=2
9,HARI Residence & Spa,"252,973",Siem Reap | 1.2 km from centre,https://www.booking.com/hotel/kh/thunborey.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=100&sr_order=popularity&srpvid=bb7576e3996801a8&srepoch=1680022472&all_sr_blocks=26707407_0_2_1_0&highlighted_blocks=26707407_0_2_1_0&matching_block_id=26707407_0_2_1_0&sr_pri_blocks=26707407_0_2_1_0__6242&tpi_r=1&from_sustainable_property_sr=1
