,Hotel,Price,Location,Url
0,Green Life Cottage,"98,482",Siem Reap | 4.7 km from centre,https://www.booking.com/hotel/kh/green-life-cottage.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=301&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=253571402_351471854_0_42_0&highlighted_blocks=253571402_351471854_0_42_0&matching_block_id=253571402_351471854_0_42_0&sr_pri_blocks=253571402_351471854_0_42_0__2430&tpi_r=2&from_sustainable_property_sr=1
1,Royal Angkor Resort & Spa,"214,148","National Road 6, Siem Reap | 3.7 km from centre",https://www.booking.com/hotel/kh/royal-angkor-resort.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=302&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=3684001_0_2_0_0&highlighted_blocks=3684001_0_2_0_0&matching_block_id=3684001_0_2_0_0&sr_pri_blocks=3684001_0_2_0_0__5284&tpi_r=1
2,Waka Villa Private Resort & Spa - Adults Only,"1,258,139",Siem Reap | 2 km from centre,https://www.booking.com/hotel/kh/waka-villa-private-resort-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=303&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=933286903_367355041_2_41_0&highlighted_blocks=933286903_367355041_2_41_0&matching_block_id=933286903_367355041_2_41_0&sr_pri_blocks=933286903_367355041_2_41_0__31044&tpi_r=2&from_sustainable_property_sr=1
3,Neth Socheata Hotel,"177,187",Siem Reap | 0.7 km from centre,https://www.booking.com/hotel/kh/neth-socheata.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=304&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=25923802_335367332_0_42_0&highlighted_blocks=25923802_335367332_0_42_0&matching_block_id=25923802_335367332_0_42_0&sr_pri_blocks=25923802_335367332_0_42_0__4372&tpi_r=2
4,Cheathata CTA Hotel Siem Reap,"109,425","Sok San Road, Siem Reap | 0.8 km from centre",https://www.booking.com/hotel/kh/cheathata-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=305&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__2700&tpi_r=1&from_sustainable_property_sr=1
5,Grange,"291,799",Siem Reap | 1.4 km from centre,https://www.booking.com/hotel/kh/grange.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=306&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=883308801_357645123_2_1_0&highlighted_blocks=883308801_357645123_2_1_0&matching_block_id=883308801_357645123_2_1_0&sr_pri_blocks=883308801_357645123_2_1_0__7200&tpi_r=2&from_sustainable_property_sr=1
6,Reveal Courtyard in Reveal Angkor,"195,546","Wat Bo Area, Siem Reap | 1.1 km from centre",https://www.booking.com/hotel/kh/reveal-angkor-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=307&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=141040427_201035963_2_41_0&highlighted_blocks=141040427_201035963_2_41_0&matching_block_id=141040427_201035963_2_41_0&sr_pri_blocks=141040427_201035963_2_41_0__4825&tpi_r=2
7,Maison Gen Angkor,"131,755",Siem Reap | 1.9 km from centre,https://www.booking.com/hotel/kh/laysung-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=308&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=161083901_131883027_0_42_0&highlighted_blocks=161083901_131883027_0_42_0&matching_block_id=161083901_131883027_0_42_0&sr_pri_blocks=161083901_131883027_0_42_0__3251&tpi_r=2
8,Vihara Angkor,"190,601","Wat Bo Area, Siem Reap | 1.2 km from centre",https://www.booking.com/hotel/kh/vihara-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=309&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=274631313_362569865_0_0_0&highlighted_blocks=274631313_362569865_0_0_0&matching_block_id=274631313_362569865_0_0_0&sr_pri_blocks=274631313_362569865_0_0_0__4703&tpi_r=2&from_sustainable_property_sr=1
9,The Embassy Angkor Resort & Spa,"561,713",Siem Reap | 2.3 km from centre,https://www.booking.com/hotel/kh/the-embassy-angkor-resort-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=310&sr_order=popularity&srpvid=89a076398d2e065a&srepoch=1680022132&all_sr_blocks=250042405_362374563_2_42_0&highlighted_blocks=250042405_362374563_2_42_0&matching_block_id=250042405_362374563_2_42_0&sr_pri_blocks=250042405_362374563_2_42_0__13860&tpi_r=2&from_sustainable_property_sr=1
