,Hotel,Price,Location,Url
0,Angkor Aurora,"143,184","Wat Bo Area, Siem Reap | 0.9 km from centre",https://www.booking.com/hotel/kh/angkor-aurora.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=181&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=325936402_0_2_0_0&highlighted_blocks=325936402_0_2_0_0&matching_block_id=325936402_0_2_0_0&sr_pri_blocks=325936402_0_2_0_0__3533&tpi_r=1&from_sustainable_property_sr=1
1,Danube villa,"60,791","Sok San Road, Siem Reap | 1.3 km from centre",https://www.booking.com/hotel/kh/danube-villa-krong-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=182&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=851157502_352409635_2_2_0&highlighted_blocks=851157502_352409635_2_2_0&matching_block_id=851157502_352409635_2_2_0&sr_pri_blocks=851157502_352409635_2_2_0__1500&tpi_r=2
2,Landing Gold by Amatak,"123,001",Siem Reap | 1.5 km from centre,https://www.booking.com/hotel/kh/landing-gold-villa-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=183&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=124808708_0_2_0_0&highlighted_blocks=124808708_0_2_0_0&matching_block_id=124808708_0_2_0_0&sr_pri_blocks=124808708_0_2_0_0__3035&tpi_r=1
3,Angkor Vattanakpheap Villa,"82,068",Siem Reap | 1.7 km from centre,https://www.booking.com/hotel/kh/angkor-vattanakpheap-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=184&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=967509001_369202162_2_0_0&highlighted_blocks=967509001_369202162_2_0_0&matching_block_id=967509001_369202162_2_0_0&sr_pri_blocks=967509001_369202162_2_0_0__2025&tpi_r=2
4,Residence Indochine D'angkor,"145,170",Siem Reap | 2 km from centre,https://www.booking.com/hotel/kh/boutique-indochine.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=185&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=69752910_0_2_1_0&highlighted_blocks=69752910_0_2_1_0&matching_block_id=69752910_0_2_1_0&sr_pri_blocks=69752910_0_2_1_0__3582&tpi_r=1&from_sustainable_property_sr=1
5,FCC Angkor by Avani,"889,095","Old French Quarter, Siem Reap | 250 m from centre",https://www.booking.com/hotel/kh/fcc-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=186&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=25625201_362306598_0_1_0&highlighted_blocks=25625201_362306598_0_1_0&matching_block_id=25625201_362306598_0_1_0&sr_pri_blocks=25625201_362306598_0_1_0__21938&tpi_r=2&from_sustainable_property_sr=1
6,Seuya Hotel & Residence,"132,647","Wat Bo Area, Siem Reap | 0.8 km from centre",https://www.booking.com/hotel/kh/diamond-smith.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=187&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__3273&tpi_r=1&from_sustainable_property_sr=1
7,Angkor Pearl Hotel,"108,047","Taphul Village Area, Siem Reap | 400 m from centre",https://www.booking.com/hotel/kh/angkor-pearl.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=188&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=25924302_343917727_0_0_0&highlighted_blocks=25924302_343917727_0_0_0&matching_block_id=25924302_343917727_0_0_0&sr_pri_blocks=25924302_343917727_0_0_0__2666&tpi_r=2
8,King Rock Residence,"184,846",Siem Reap | 1.1 km from centre,https://www.booking.com/hotel/kh/king-rock-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=189&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=250361801_0_2_1_0&highlighted_blocks=250361801_0_2_1_0&matching_block_id=250361801_0_2_1_0&sr_pri_blocks=250361801_0_2_1_0__4561&tpi_r=1&from_sustainable_property_sr=1
9,HARI Residence & Spa,"299,661",Siem Reap | 1.2 km from centre,https://www.booking.com/hotel/kh/thunborey.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=190&sr_order=popularity&srpvid=54e276e923890157&srepoch=1680022484&all_sr_blocks=26707407_0_2_1_0&highlighted_blocks=26707407_0_2_1_0&matching_block_id=26707407_0_2_1_0&sr_pri_blocks=26707407_0_2_1_0__7394&tpi_r=1&from_sustainable_property_sr=1
