,Hotel,Price,Location,Url
0,Parent Heritage Angkor Villa,"91,187",Siem Reap | 1.1 km from centre,https://www.booking.com/hotel/kh/parent-heritage-angkor-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=271&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=58181405_237801108_0_2_0&highlighted_blocks=58181405_237801108_0_2_0&matching_block_id=58181405_237801108_0_2_0&sr_pri_blocks=58181405_237801108_0_2_0__2250&tpi_r=2
1,The Cockatoo Nature Resort & Spa,"116,598",Siem Reap | 1.3 km from centre,https://www.booking.com/hotel/kh/the-cockatoo-nature-resort-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=272&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__2877&tpi_r=1
2,Siem Reap Friendly House,"80,974",Siem Reap | 3.1 km from centre,https://www.booking.com/hotel/kh/siem-reap-friendly-house.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=273&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=242372201_242610457_2_42_0&highlighted_blocks=242372201_242610457_2_42_0&matching_block_id=242372201_242610457_2_42_0&sr_pri_blocks=242372201_242610457_2_42_0__1998&tpi_r=2
3,Danube villa,"60,791","Sok San Road, Siem Reap | 1.3 km from centre",https://www.booking.com/hotel/kh/danube-villa-krong-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=274&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=851157502_352409635_2_2_0&highlighted_blocks=851157502_352409635_2_2_0&matching_block_id=851157502_352409635_2_2_0&sr_pri_blocks=851157502_352409635_2_2_0__1500&tpi_r=2
4,Landing Gold by Amatak,"134,957",Siem Reap | 1.5 km from centre,https://www.booking.com/hotel/kh/landing-gold-villa-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=275&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=124808708_369749718_0_2_0&highlighted_blocks=124808708_369749718_0_2_0&matching_block_id=124808708_369749718_0_2_0&sr_pri_blocks=124808708_369749718_0_2_0__3330&tpi_r=2
5,Angkor Century Resort & Spa,"235,101","Charles de Gaulle, Siem Reap | 0.6 km from centre",https://www.booking.com/hotel/kh/angkor-century-resort-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=276&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=25237819_202517907_2_42_0&highlighted_blocks=25237819_202517907_2_42_0&matching_block_id=25237819_202517907_2_42_0&sr_pri_blocks=25237819_202517907_2_42_0__5801&tpi_r=2
6,Angkor Vattanakpheap Villa,"82,068",Siem Reap | 1.7 km from centre,https://www.booking.com/hotel/kh/angkor-vattanakpheap-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=277&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=967509001_369202162_2_0_0&highlighted_blocks=967509001_369202162_2_0_0&matching_block_id=967509001_369202162_2_0_0&sr_pri_blocks=967509001_369202162_2_0_0__2025&tpi_r=2
7,Seuya Hotel & Residence,"132,647","Wat Bo Area, Siem Reap | 0.8 km from centre",https://www.booking.com/hotel/kh/diamond-smith.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=278&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__3273&tpi_r=1&from_sustainable_property_sr=1
8,Angkor Pearl Hotel,"108,047","Taphul Village Area, Siem Reap | 400 m from centre",https://www.booking.com/hotel/kh/angkor-pearl.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=279&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=25924302_343917727_0_0_0&highlighted_blocks=25924302_343917727_0_0_0&matching_block_id=25924302_343917727_0_0_0&sr_pri_blocks=25924302_343917727_0_0_0__2666&tpi_r=2
9,The Grand Cyclo Boutique Suite & Spa,"216,661","Charles de Gaulle, Siem Reap | 1.4 km from centre",https://www.booking.com/hotel/kh/the-cyclo-d-39-angkor-boutique-suite.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=280&sr_order=popularity&srpvid=ac2476ed87820009&srepoch=1680022492&all_sr_blocks=207345001_230057658_0_2_0&highlighted_blocks=207345001_230057658_0_2_0&matching_block_id=207345001_230057658_0_2_0&sr_pri_blocks=207345001_230057658_0_2_0__5346&tpi_r=2&from_sustainable_property_sr=1
