,Hotel,Price,Location,Url
0,Neth Socheata Hotel,"109,546",Siem Reap | 0.7 km from centre,https://www.booking.com/hotel/kh/neth-socheata.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=331&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=25923802_335367332_0_42_0&highlighted_blocks=25923802_335367332_0_42_0&matching_block_id=25923802_335367332_0_42_0&sr_pri_blocks=25923802_335367332_0_42_0__2703&tpi_r=2
1,Bou Savy Villa,"137,794",Siem Reap | 1.3 km from centre,https://www.booking.com/hotel/kh/bou-savy-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=332&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=254635603_190576044_0_41_0&highlighted_blocks=254635603_190576044_0_41_0&matching_block_id=254635603_190576044_0_41_0&sr_pri_blocks=254635603_190576044_0_41_0__3400&tpi_r=2
2,Royal Empire Premium Hotel,"193,236","National Road 6, Siem Reap | 2.1 km from centre",https://www.booking.com/hotel/kh/royal-empire-premium.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=333&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=106521901_0_2_1_0&highlighted_blocks=106521901_0_2_1_0&matching_block_id=106521901_0_2_1_0&sr_pri_blocks=106521901_0_2_1_0__4768&tpi_r=1&from_sustainable_property_sr=1
3,Grand Bayon Siem Reap Hotel,"168,392",Siem Reap | 1 km from centre,https://www.booking.com/hotel/kh/grand-bayon-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=334&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=211695406_216569144_0_2_0&highlighted_blocks=211695406_216569144_0_2_0&matching_block_id=211695406_216569144_0_2_0&sr_pri_blocks=211695406_216569144_0_2_0__4155&tpi_r=2
4,Sabara Angkor Resort & Spa,"573,830","National Road 6, Siem Reap | 3 km from centre",https://www.booking.com/hotel/kh/sabara-angkor-resort-amp-spa-krong-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=335&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__14159&tpi_r=1&from_sustainable_property_sr=1
5,Pacific Hotel & Spa,"245,881","National Road 6, Siem Reap | 4.1 km from centre",https://www.booking.com/hotel/kh/pacific-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=336&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=23699706_0_2_1_0&highlighted_blocks=23699706_0_2_1_0&matching_block_id=23699706_0_2_1_0&sr_pri_blocks=23699706_0_2_1_0__6067&tpi_r=1
6,Saem Siemreap Hotel,"208,474",Siem Reap | 1.3 km from centre,https://www.booking.com/hotel/kh/saem-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=337&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=46228301_0_2_1_0&highlighted_blocks=46228301_0_2_1_0&matching_block_id=46228301_0_2_1_0&sr_pri_blocks=46228301_0_2_1_0__5144&tpi_r=1
7,Phum Khmer Lodge,"434,659",Siem Reap | 1.6 km from centre,https://www.booking.com/hotel/kh/phum-khmer-lodge.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=338&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=714119305_359492006_2_41_0&highlighted_blocks=714119305_359492006_2_41_0&matching_block_id=714119305_359492006_2_41_0&sr_pri_blocks=714119305_359492006_2_41_0__10725&tpi_r=2&from_sustainable_property_sr=1
8,Tan Sokchea Boutique,"123,123",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/tan-sokchea-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=339&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=686773201_279215594_2_0_0&highlighted_blocks=686773201_279215594_2_0_0&matching_block_id=686773201_279215594_2_0_0&sr_pri_blocks=686773201_279215594_2_0_0__3038&tpi_r=2
9,La Villa d'Alex,"91,187",Siem Reap | 3.9 km from centre,https://www.booking.com/hotel/kh/la-villa-d-39-alex.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=340&sr_order=popularity&srpvid=9b1476f1e8a401f2&srepoch=1680022501&all_sr_blocks=977471001_370058074_2_2_0&highlighted_blocks=977471001_370058074_2_2_0&matching_block_id=977471001_370058074_2_2_0&sr_pri_blocks=977471001_370058074_2_2_0__2250&tpi_r=2&from_sustainable_property_sr=1
