,Hotel,Price,Location,Url
0,Maison Leab,"344,485",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/lanka-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=211&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=891341401_359335059_2_0_0&highlighted_blocks=891341401_359335059_2_0_0&matching_block_id=891341401_359335059_2_0_0&sr_pri_blocks=891341401_359335059_2_0_0__8500&tpi_r=2
1,Elite d'Angkor Residence,"184,482","National Road 6, Siem Reap | 1.1 km from centre",https://www.booking.com/hotel/kh/marlen-dangkor-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=212&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=154157402_335443837_0_0_0&highlighted_blocks=154157402_335443837_0_0_0&matching_block_id=154157402_335443837_0_0_0&sr_pri_blocks=154157402_335443837_0_0_0__4552&tpi_r=2
2,Chhay Long Angkor Boutique Hotel Siem Reap,"291,029",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/chhay-long-angkor-boutique-siem-reap-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=213&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=248485001_365462787_2_2_0&highlighted_blocks=248485001_365462787_2_2_0&matching_block_id=248485001_365462787_2_2_0&sr_pri_blocks=248485001_365462787_2_2_0__7181&tpi_r=2&from_sustainable_property_sr=1
3,Memoire Palace Resort & Spa,"667,003",Siem Reap | 2.3 km from centre,https://www.booking.com/hotel/kh/memoire-palace-resort-amp-spa-svay-dangkum-commune-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=214&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=286261907_133716334_2_41_0&highlighted_blocks=286261907_133716334_2_41_0&matching_block_id=286261907_133716334_2_41_0&sr_pri_blocks=286261907_133716334_2_41_0__16458&tpi_r=2&from_sustainable_property_sr=1
4,Maison 557,"303,187","Wat Bo Area, Siem Reap | 0.7 km from centre",https://www.booking.com/hotel/kh/maison557.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=215&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=57189601_327910189_2_2_0&highlighted_blocks=57189601_327910189_2_2_0&matching_block_id=57189601_327910189_2_2_0&sr_pri_blocks=57189601_327910189_2_2_0__7481&tpi_r=2&from_sustainable_property_sr=1
5,Angkor City View Hotel,"189,467",Siem Reap | 0.7 km from centre,https://www.booking.com/hotel/kh/nagara-boutique-and-residence-krong-siem-reap1.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=216&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=357544505_118320263_0_2_0&highlighted_blocks=357544505_118320263_0_2_0&matching_block_id=357544505_118320263_0_2_0&sr_pri_blocks=357544505_118320263_0_2_0__4675&tpi_r=2
6,Siem Reap Capital Hotel & Spa,"271,738","Wat Bo Area, Siem Reap | 450 m from centre",https://www.booking.com/hotel/kh/soria-moria-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=217&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=284913116_272301382_0_41_0&highlighted_blocks=284913116_272301382_0_41_0&matching_block_id=284913116_272301382_0_41_0&sr_pri_blocks=284913116_272301382_0_41_0__6705&tpi_r=2&from_sustainable_property_sr=1
7,HAN & DANIEL VILLA BOUTIQUE,"163,813",Siem Reap | 1 km from centre,https://www.booking.com/hotel/kh/sakara-boutique-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=218&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=85586203_186595789_0_42_0&highlighted_blocks=85586203_186595789_0_42_0&matching_block_id=85586203_186595789_0_42_0&sr_pri_blocks=85586203_186595789_0_42_0__4042&tpi_r=2&from_sustainable_property_sr=1
8,Amber Angkor Villa Hotel & Spa,"166,812","Wat Bo Area, Siem Reap | 0.5 km from centre",https://www.booking.com/hotel/kh/amber-angkor-villa-hotel-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=219&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=26015306_232168430_0_41_0&highlighted_blocks=26015306_232168430_0_41_0&matching_block_id=26015306_232168430_0_41_0&sr_pri_blocks=26015306_232168430_0_41_0__4116&tpi_r=2&from_sustainable_property_sr=1
9,My Key Premier Palace,"590,892",Siem Reap | 3.3 km from centre,https://www.booking.com/hotel/kh/my-key-premier-palace.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=220&sr_order=popularity&srpvid=06a076354d09026e&srepoch=1680022124&all_sr_blocks=848854201_352071852_6_0_0&highlighted_blocks=848854201_352071852_6_0_0&matching_block_id=848854201_352071852_6_0_0&sr_pri_blocks=848854201_352071852_6_0_0__14580&tpi_r=2&from_sustainable_property_sr=1
