,Hotel,Price,Location,Url
10,Enkosa 4-Bedroom Wooden Luxury House,"656,547",Siem Reap | 1.4 km from centre,https://www.booking.com/hotel/kh/enkosa-bnb.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=401&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=158232203_335446792_8_41_0&highlighted_blocks=158232203_335446792_8_41_0&matching_block_id=158232203_335446792_8_41_0&sr_pri_blocks=158232203_335446792_8_41_0__16200&tpi_r=2
11,Siem Reap Holiday Guest House or Motel,"68,897","Charles de Gaulle, Siem Reap | 1.3 km from centre",https://www.booking.com/hotel/kh/siem-reap-holiday-guest-house-or-motel-siemreap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=402&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=940351501_366308112_2_0_0&highlighted_blocks=940351501_366308112_2_0_0&matching_block_id=940351501_366308112_2_0_0&sr_pri_blocks=940351501_366308112_2_0_0__1700&tpi_r=2
12,Villa Asaliah - Private Luxury Holiday Villa,"2,239,150",Siem Reap | 2.2 km from centre,https://www.booking.com/hotel/kh/villa-asaliah-vacation-rental-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=403&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=675526401_369688024_0_42_0&highlighted_blocks=675526401_369688024_0_42_0&matching_block_id=675526401_369688024_0_42_0&sr_pri_blocks=675526401_369688024_0_42_0__55250&tpi_r=2&from_sustainable_property_sr=1
13,Empress Residence Resort and Spa,"404,425","National Road 6, Siem Reap | 3.6 km from centre",https://www.booking.com/hotel/kh/empress-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=404&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=49748325_0_2_1_0&highlighted_blocks=49748325_0_2_1_0&matching_block_id=49748325_0_2_1_0&sr_pri_blocks=49748325_0_2_1_0__9979&tpi_r=1&from_sustainable_property_sr=1
14,Family Villa Siem Reap,"98,320",Siem Reap | 3.4 km from centre,https://www.booking.com/hotel/kh/wat-pren-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=405&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=216711403_359657968_2_41_0&highlighted_blocks=216711403_359657968_2_41_0&matching_block_id=216711403_359657968_2_41_0&sr_pri_blocks=216711403_359657968_2_41_0__2426&tpi_r=2
15,Shining Angkor Apartment Hotel,"151,979","Charles de Gaulle, Siem Reap | 2.4 km from centre",https://www.booking.com/hotel/kh/shining-angkor-apartment.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=406&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=49375315_199970280_0_0_0&highlighted_blocks=49375315_199970280_0_0_0&matching_block_id=49375315_199970280_0_0_0&sr_pri_blocks=49375315_199970280_0_0_0__3750&tpi_r=2&from_sustainable_property_sr=1
16,Champey Angkor Hotel,"81,055",Siem Reap | 2.6 km from centre,https://www.booking.com/hotel/kh/champey-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=407&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=959971301_368594989_2_0_0&highlighted_blocks=959971301_368594989_2_0_0&matching_block_id=959971301_368594989_2_0_0&sr_pri_blocks=959971301_368594989_2_0_0__2000&tpi_r=2
17,Star Bar Rooms,"124,014",Siem Reap | 1 km from centre,https://www.booking.com/hotel/kh/downtown-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=408&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=30484802_187922734_0_42_0&highlighted_blocks=30484802_187922734_0_42_0&matching_block_id=30484802_187922734_0_42_0&sr_pri_blocks=30484802_187922734_0_42_0__3060&tpi_r=2&from_sustainable_property_sr=1
18,Shining Angkor Boutique Hotel,"164,137","Charles de Gaulle, Siem Reap | 2.4 km from centre",https://www.booking.com/hotel/kh/shining-angkor-boutique-accommodations.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=409&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=24420801_227433206_0_42_0&highlighted_blocks=24420801_227433206_0_42_0&matching_block_id=24420801_227433206_0_42_0&sr_pri_blocks=24420801_227433206_0_42_0__4050&tpi_r=2
19,Villa b.Maison d'Hôtes Angkor,"291,799",Siem Reap | 1.5 km from centre,https://www.booking.com/hotel/kh/villa-b-maison-d-39-hotes-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=410&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=136409803_94678141_2_33_0&highlighted_blocks=136409803_94678141_2_33_0&matching_block_id=136409803_94678141_2_33_0&sr_pri_blocks=136409803_94678141_2_33_0__7200&tpi_r=2
20,Copa Boutique Resort,"121,583",Siem Reap | 6.4 km from centre,https://www.booking.com/hotel/kh/copa-boutique-resort.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=411&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=931794701_365250774_2_0_0&highlighted_blocks=931794701_365250774_2_0_0&matching_block_id=931794701_365250774_2_0_0&sr_pri_blocks=931794701_365250774_2_0_0__3000&tpi_r=2
21,kimheak English free school and homestay,"86,121",Siem Reap | 10 km from centre,https://www.booking.com/hotel/kh/kimheak-english-free-school-and-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=412&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=935260201_365665591_2_1_0&highlighted_blocks=935260201_365665591_2_1_0&matching_block_id=935260201_365665591_2_1_0&sr_pri_blocks=935260201_365665591_2_1_0__2125&tpi_r=2
22,Holy Angkor Hotel,"82,960","Taphul Village Area, Siem Reap | 400 m from centre",https://www.booking.com/hotel/kh/holy-angkor-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=413&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__2047&tpi_r=1&from_sustainable_property_sr=1
23,BB Angkor Residence,"285,274","Taphul Village Area, Siem Reap | 500 m from centre",https://www.booking.com/hotel/kh/bb-angkor-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=414&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__7039&tpi_r=1
24,Reveal Courtyard in Reveal Angkor,"138,969","Wat Bo Area, Siem Reap | 1.1 km from centre",https://www.booking.com/hotel/kh/reveal-angkor-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=415&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=141040427_201035963_2_41_0&highlighted_blocks=141040427_201035963_2_41_0&matching_block_id=141040427_201035963_2_41_0&sr_pri_blocks=141040427_201035963_2_41_0__3429&tpi_r=2
25,Mary Home Siem Reap,"243,166",Siem Reap | 2.9 km from centre,https://www.booking.com/hotel/kh/mary-home-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=416&sr_order=popularity&srpvid=013a76f44f2c04dc&srepoch=1680022506&all_sr_blocks=915089901_362953458_2_0_0&highlighted_blocks=915089901_362953458_2_0_0&matching_block_id=915089901_362953458_2_0_0&sr_pri_blocks=915089901_362953458_2_0_0__6000&tpi_r=2
