,Hotel,Price,Location,Url
0,Mane Colonial Classic,"447,425","Charles de Gaulle, Siem Reap | 1.8 km from centre",https://www.booking.com/hotel/kh/mane-colonial-classic-siem-reap-city.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=151&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=433259902_242988417_2_42_0&highlighted_blocks=433259902_242988417_2_42_0&matching_block_id=433259902_242988417_2_42_0&sr_pri_blocks=433259902_242988417_2_42_0__11040&tpi_r=2&from_sustainable_property_sr=1
1,Angkor Piseth Homestay,"102,130","Charles de Gaulle, Siem Reap | 2.4 km from centre",https://www.booking.com/hotel/kh/piseth-angkor-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=152&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=844707101_351405659_2_42_0&highlighted_blocks=844707101_351405659_2_42_0&matching_block_id=844707101_351405659_2_42_0&sr_pri_blocks=844707101_351405659_2_42_0__2520&tpi_r=2&from_sustainable_property_sr=1
2,"Nary Villa, Formerly The Golden Gecko Villa","109,425","Wat Bo Area, Siem Reap | 0.7 km from centre",https://www.booking.com/hotel/kh/panary-angkor-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=153&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=112596806_262345198_0_2_0&highlighted_blocks=112596806_262345198_0_2_0&matching_block_id=112596806_262345198_0_2_0&sr_pri_blocks=112596806_262345198_0_2_0__2700&tpi_r=2
3,Realkhom Homestay,"87,296",Siem Reap | 3.2 km from centre,https://www.booking.com/hotel/kh/realkhom-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=154&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=363744003_118991036_2_0_0&highlighted_blocks=363744003_118991036_2_0_0&matching_block_id=363744003_118991036_2_0_0&sr_pri_blocks=363744003_118991036_2_0_0__2154&tpi_r=2&from_sustainable_property_sr=1
4,Le Chanthou Boutique,"317,047",Siem Reap | 2.2 km from centre,https://www.booking.com/hotel/kh/le-chanthou-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=155&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=209337314_0_2_1_0&highlighted_blocks=209337314_0_2_1_0&matching_block_id=209337314_0_2_1_0&sr_pri_blocks=209337314_0_2_1_0__7823&tpi_r=1
5,Apsara Centrepole Hotel,"186,427","Sok San Road, Siem Reap | 0.8 km from centre",https://www.booking.com/hotel/kh/apsara-centrepole.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=156&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=37837607_126155991_2_41_0&highlighted_blocks=37837607_126155991_2_41_0&matching_block_id=37837607_126155991_2_41_0&sr_pri_blocks=37837607_126155991_2_41_0__4600&tpi_r=2&from_sustainable_property_sr=1
6,De Sarann Villa,"669,516","Charles de Gaulle, Siem Reap | 1.8 km from centre",https://www.booking.com/hotel/kh/de-sarann-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=157&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=124944110_364310285_2_41_0&highlighted_blocks=124944110_364310285_2_41_0&matching_block_id=124944110_364310285_2_41_0&sr_pri_blocks=124944110_364310285_2_41_0__16520&tpi_r=2&from_sustainable_property_sr=1
7,La Bastide de Caro,"248,029",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/la-bastide-de-caro.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=158&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=862877502_354291377_2_41_0&highlighted_blocks=862877502_354291377_2_41_0&matching_block_id=862877502_354291377_2_41_0&sr_pri_blocks=862877502_354291377_2_41_0__6120&tpi_r=2&from_sustainable_property_sr=1
8,Sok Phen Homestay,"182,374",Siem Reap | 5 km from centre,https://www.booking.com/hotel/kh/sok-phen-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=159&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=202187205_206287807_3_1_0&highlighted_blocks=202187205_206287807_3_1_0&matching_block_id=202187205_206287807_3_1_0&sr_pri_blocks=202187205_206287807_3_1_0__4500&tpi_r=2
9,Mane Hariharalaya,"957,019",Siem Reap | 7.5 km from centre,https://www.booking.com/hotel/kh/mane-hariharalaya.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-13&checkout=2023-04-14&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=160&sr_order=popularity&srpvid=9fe27632274000e7&srepoch=1680022118&all_sr_blocks=541778801_0_2_1_0&highlighted_blocks=541778801_0_2_1_0&matching_block_id=541778801_0_2_1_0&sr_pri_blocks=541778801_0_2_1_0__23614&tpi_r=1&from_sustainable_property_sr=1
